Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
"City Of Burlington, dba: Link Transit",Burlington,NC,,40252,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"119,911 ",7,MB,PT,5,,$0.44 ,,0.05 ,,$51.56 ,,5.6 ,,$9.22 ,,$0.00 ,,,"$43,161 ",,"$906,910 ",,"98,342 ",,"17,589 ",,0 ,,"227,533 ",,No,,,,,,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",7,MB,PT,5,,$0.65 ,,0.04 ,,$72.35 ,,5.0 ,,$14.49 ,,$0.00 ,,,"$37,999 ",,"$847,924 ",,"58,527 ",,"11,720 ",,0 ,,"129,101 ",,No,,,,,,
Southwestern Community Services Transportation,Claremont,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0 ,7,MB,DO,5,,$0.93 ,,0.04 ,,$77.28 ,,3.6 ,,$21.76 ,,$0.00 ,,,"$18,152 ",,"$424,199 ",,"19,496 ",,"5,489 ",,0 ,,"78,547 ",,No,,,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0 ,7,DR,DO,5,,$0.00 ,,0.00 ,,$73.76 ,,0.7 ,,$105.08 ,,$0.00 ,,,$0 ,,"$212,268 ",,"2,020 ",,"2,878 ",,0 ,,"74,879 ",,No,,,,,,
"Advance Transit, Inc. NH",Wilder,VT,1R04-001,1R06-10137,Private-Non-Profit Corporation,Rural Reporter,0 ,7,MB,DO,5,,$0.00 ,,0.00 ,,$113.14 ,,16.6 ,,$6.83 ,,$0.00 ,,,$0 ,,"$917,822 ",,"134,436 ",,"8,112 ",,0 ,,"131,361 ",,No,,,,,,
Municipality of Toa Baja,Toa Baja,PR,4182,40182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",7,MB,DO,5,,$0.00 ,,0.00 ,,$36.94 ,,7.8 ,,$4.74 ,,$0.00 ,,,$0 ,,"$292,588 ",,"61,774 ",,"7,920 ",,0 ,,"68,107 ",,No,,,,,,
City of Douglas,Douglas,AZ,9R01-038,9R01-91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,MB,DO,5,,$0.67 ,,0.05 ,,$55.76 ,,4.3 ,,$12.84 ,,$0.00 ,,,"$32,702 ",,"$622,938 ",,"48,498 ",,"11,171 ",,0 ,,"210,321 ",,No,,,,,,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,4055,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,501 ",7,DR,DO,4,,$0.13 ,,0.00 ,,$34.04 ,,1.0 ,,$32.80 ,,$0.00 ,,,$875 ,,"$223,122 ",,"6,803 ",,"6,554 ",,0 ,,"74,002 ",,No,,,,,,
"City of Winchester, dba: WinTran",Winchester,VA,3099,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,449 ",7,MB,DO,4,,$0.64 ,,0.09 ,,$67.74 ,,9.3 ,,$7.25 ,,$0.00 ,,,"$76,503 ",,"$871,779 ",,"120,249 ",,"12,870 ",,0 ,,"150,115 ",,No,,,,,,
Lower Savannah COG,Aiken,SC,4156,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,"386,787 ",7,DR,PT,4,,$2.15 ,,0.06 ,,$52.12 ,,1.5 ,,$35.47 ,,$0.00 ,,,"$15,534 ",,"$256,445 ",,"7,229 ",,"4,920 ",,0 ,,"44,150 ",,No,,,,,,
City of Dodge City,Dodge City,KS,7R02-097,7R02-70139,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,DR,DO,4,,$0.80 ,,0.05 ,,$37.19 ,,2.3 ,,$16.02 ,,$0.00 ,,,"$11,326 ",,"$227,824 ",,"14,225 ",,"6,126 ",,0 ,,"75,426 ",,No,,,,,,
City of Folsom,Folsom,CA,9220,90220,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ",7,MB,DO,4,,$0.00 ,,0.00 ,,$153.84 ,,9.5 ,,$16.20 ,,$0.00 ,,,$0 ,,"$691,959 ",,"42,726 ",,"4,498 ",,0 ,,"68,988 ",,No,,,,,,
Basin Transit Association ,Roosevelt,UT,8R06-005,8R06-80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,MB,DO,4,,$0.35 ,,0.01 ,,$103.34 ,,3.6 ,,$28.78 ,,$0.00 ,,,"$12,410 ",,"$1,023,176 ",,"35,551 ",,"9,901 ",,0 ,,"258,391 ",,No,,,,,,
Chippewa Cree Tribe,Box Elder,MT,8T03,88164,Tribe,Reduced Reporter,0 ,7,DR,DO,4,,$0.00 ,,0.00 ,,$46.79 ,,4.5 ,,$10.34 ,,$0.00 ,,,$0 ,,"$145,942 ",,"14,113 ",,"3,119 ",,0 ,,"96,707 ",,No,,,,,,
City of Dodge City,Dodge City,KS,7R02-097,7R02-70139,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,MB,DO,3,,$0.63 ,,0.05 ,,$46.55 ,,3.5 ,,$13.34 ,,$0.00 ,,,"$20,774 ",,"$441,035 ",,"33,052 ",,"9,475 ",,0 ,,"143,724 ",,No,,,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,051 ",7,MB,PT,3,,$0.32 ,,0.03 ,,$49.34 ,,4.2 ,,$11.74 ,,$0.00 ,,,"$1,766 ",,"$65,429 ",,"5,574 ",,"1,326 ",,0 ,,"24,349 ",,No,,,,,,
Basin Transit Association ,Roosevelt,UT,8R06-005,8R06-80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,DR,DO,3,,$1.41 ,,0.08 ,,$26.67 ,,1.5 ,,$17.35 ,,$0.00 ,,,"$4,698 ",,"$58,000 ",,"3,342 ",,"2,175 ",,0 ,,"49,628 ",,No,,,,,,
Chippewa Cree Tribe,Box Elder,MT,8T03,88164,Tribe,Reduced Reporter,0 ,7,MB,DO,3,,$0.00 ,,0.00 ,,$53.58 ,,3.6 ,,$15.03 ,,$0.00 ,,,$0 ,,"$200,938 ",,"13,373 ",,"3,750 ",,0 ,,"93,952 ",,No,,,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,DR,PT,3,,$0.41 ,,0.02 ,,$79.35 ,,3.1 ,,$25.71 ,,$0.00 ,,,"$6,274 ",,"$391,822 ",,"15,243 ",,"4,938 ",,0 ,,"84,610 ",,No,,,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,051 ",7,MB,DO,3,,$0.49 ,,0.04 ,,$83.74 ,,7.2 ,,$11.68 ,,$0.00 ,,,"$33,835 ",,"$807,865 ",,"69,193 ",,"9,647 ",,0 ,,"161,658 ",,No,,,,,,
"City of Winchester, dba: WinTran",Winchester,VA,3099,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,449 ",7,DR,DO,3,,$0.49 ,,0.04 ,,$41.52 ,,3.0 ,,$13.81 ,,$0.00 ,,,"$7,123 ",,"$201,396 ",,"14,583 ",,"4,851 ",,0 ,,"40,276 ",,No,,,,,,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,4055,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,501 ",7,MB,DO,3,,$0.36 ,,0.04 ,,$57.79 ,,5.9 ,,$9.81 ,,$0.00 ,,,"$15,486 ",,"$419,003 ",,"42,703 ",,"7,250 ",,0 ,,"92,425 ",,No,,,,,,
Lower Savannah COG,Aiken,SC,4156,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,"386,787 ",7,MB,PT,3,,$0.94 ,,0.06 ,,$64.29 ,,3.9 ,,$16.57 ,,$0.00 ,,,"$27,611 ",,"$486,241 ",,"29,351 ",,"7,563 ",,0 ,,"135,132 ",,No,,,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,CB,PT,3,,$0.78 ,,0.08 ,,$90.08 ,,9.8 ,,$9.20 ,,$0.00 ,,,"$78,734 ",,"$932,001 ",,"101,306 ",,"10,346 ",,0 ,,"256,443 ",,No,,,,,,
City of Folsom,Folsom,CA,9220,90220,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ",7,DR,DO,3,,$0.00 ,,0.00 ,,$181.56 ,,3.0 ,,$61.18 ,,$0.00 ,,,$0 ,,"$456,249 ",,"7,457 ",,"2,513 ",,0 ,,"35,997 ",,No,,,,,,
Southwestern Community Services Transportation,Claremont,NH,,1R04-11156,Private-Non-Profit Corporation,Rural Reporter,0 ,7,DR,DO,2,,$1.00 ,,0.17 ,,$24.12 ,,4.2 ,,$5.79 ,,$0.00 ,,,"$2,323 ",,"$13,508 ",,"2,333 ",,560 ,,0 ,,"7,106 ",,No,,,,,,
Klamath Tribes,Chiloquin,OR,0T10,00010,Tribe,Reduced Reporter,0 ,7,CB,DO,2,,$0.00 ,,0.00 ,,$88.07 ,,3.6 ,,$24.75 ,,$0.00 ,,,$0 ,,"$325,499 ",,"13,153 ",,"3,696 ",,0 ,,"85,864 ",,No,,,,,,
"Advance Transit, Inc. NH",Wilder,VT,1R04-001,1R06-10137,Private-Non-Profit Corporation,Rural Reporter,0 ,7,DR,DO,2,,$0.00 ,,0.00 ,,$76.78 ,,1.7 ,,$46.09 ,,$0.00 ,,,$0 ,,"$76,238 ",,"1,654 ",,993 ,,0 ,,"11,783 ",,No,,,,,,
Municipality of Toa Baja,Toa Baja,PR,4182,40182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",7,DR,DO,2,,$0.00 ,,0.00 ,,$26.06 ,,2.2 ,,$12.09 ,,$0.00 ,,,$0 ,,"$137,590 ",,"11,379 ",,"5,280 ",,0 ,,"44,351 ",,No,,,,,,
City of Douglas,Douglas,AZ,9R01-038,9R01-91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,DR,DO,2,,$0.00 ,,0.00 ,,$40.22 ,,6.0 ,,$6.68 ,,$0.00 ,,,$0 ,,"$67,456 ",,"10,105 ",,"1,677 ",,0 ,,"19,473 ",,No,,,,,,
"City of Lake Charles, dba: Lake Charles Transit System",Lake Charles,LA,6023,60023,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"143,440 ",7,DR,DO,2,,$0.81 ,,0.01 ,,$193.04 ,,1.2 ,,$157.38 ,,$0.00 ,,,"$4,108 ",,"$798,999 ",,"5,077 ",,"4,139 ",,0 ,,"51,012 ",,No,,,,,,
"City of Deerfield Beach, dba: Northeast Focal Point",Deerfield Beach,FL,,40239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",7,MB,DO,2,,$0.00 ,,0.00 ,,$37.61 ,,11.7 ,,$3.22 ,,$0.00 ,,,$0 ,,"$150,286 ",,"46,681 ",,"3,996 ",,0 ,,"53,423 ",,No,,,,,,
City of Stevens Point,Stevens Point,WI,5R06-041,5R06-50359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,DR,DO,2,,$7.66 ,,0.16 ,,$81.89 ,,1.7 ,,$47.13 ,,$0.00 ,,,"$88,768 ",,"$546,502 ",,"11,596 ",,"6,674 ",,0 ,,"78,830 ",,No,,,,,,
"Coeur d'Alene Tribe, dba: Citylink Transit",Worley,ID,0053,00053,Tribe,Reduced Reporter,"98,378 ",7,DR,DO,2,,$0.00 ,,0.00 ,,$84.69 ,,4.0 ,,$21.37 ,,$0.00 ,,,$0 ,,"$165,222 ",,"7,731 ",,"1,951 ",,0 ,,"65,387 ",,No,,,,,,
Municipality of Juncos,Juncos,PR,4165,40165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",7,DR,DO,2,,$0.00 ,,0.00 ,,$67.58 ,,1.7 ,,$39.30 ,,$0.00 ,,,$0 ,,"$78,523 ",,"1,998 ",,"1,162 ",,0 ,,"12,129 ",,No,,,,,,
"City Of Burlington, dba: Link Transit",Burlington,NC,,40252,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"119,911 ",7,DR,PT,2,,$1.92 ,,0.03 ,,$79.00 ,,1.4 ,,$55.91 ,,$0.00 ,,,"$9,790 ",,"$284,647 ",,"5,091 ",,"3,603 ",,0 ,,"49,011 ",,No,,,,,,
Sunshine Transit ,Willow,AK,,0R04-00399,Private-Non-Profit Corporation,Rural Reporter,0 ,7,MB,DO,2,,$1.25 ,,0.04 ,,$70.47 ,,2.1 ,,$33.05 ,,$0.00 ,,,"$10,340 ",,"$272,858 ",,"8,256 ",,"3,872 ",,0 ,,"60,140 ",,No,,,,,,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",7,DR,DO,2,,$0.48 ,,0.01 ,,$131.72 ,,3.2 ,,$41.74 ,,$0.00 ,,,"$2,170 ",,"$189,671 ",,"4,544 ",,"1,440 ",,0 ,,"23,215 ",,No,,,,,,
City of Maple Grove,Maple Grove,MN,5220,50517,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890 ",7,MB,PT,1,,$0.00 ,,0.00 ,,"$1,044.34 ",,13.5 ,,$77.60 ,,$22.22 ,,,$0 ,,"$144,775 ",,"8,802 ",,654 ,,"30,734 ",,"13,360 ",,No,,,,,,
City of Sandy,Sandy,OR,0R02-017,0R02-00389,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,MB,PT,1,,$0.00 ,,0.00 ,,$83.78 ,,6.6 ,,$12.61 ,,$0.00 ,,,$0 ,,"$84,449 ",,"6,696 ",,"1,008 ",,0 ,,"15,358 ",,No,,,,,,
Wadena County Social Services,Wadena,MN,5R04-020,5R04-50446,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,7,MB,DO,1,,$0.77 ,,0.12 ,,$32.59 ,,5.1 ,,$6.33 ,,$0.00 ,,,"$7,047 ",,"$58,179 ",,"9,187 ",,"1,785 ",,0 ,,"44,098 ",,No,,,,,,
Teller Senior Coalition,Woodland Park,CO,,8R01-88230,Private-Non-Profit Corporation,Rural Reporter,0 ,7,MB,DO,1,,$0.02 ,,0.00 ,,$36.16 ,,2.1 ,,$16.94 ,,$0.00 ,,,$23 ,,"$16,309 ",,963 ,,451 ,,0 ,,"4,846 ",,No,,,,,,
City of Cripple Creek,Cripple Creek,CO,8R01-058,8R01-80275,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,7,MB,DO,1,,$0.37 ,,0.03 ,,$6.26 ,,0.5 ,,$12.50 ,,$0.00 ,,,"$1,650 ",,"$55,481 ",,"4,440 ",,"8,869 ",,0 ,,"25,893 ",,No,,,,,,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,7007,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,051 ",7,DR,PT,1,,$1.59 ,,0.08 ,,$44.44 ,,2.3 ,,$19.64 ,,$0.00 ,,,"$13,375 ",,"$165,229 ",,"8,414 ",,"3,718 ",,0 ,,"50,351 ",,No,,,,,,
SNTC - Boulder City,Laughlin,NV,9R04-035,9R04-91100,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$1.80 ,,0.04 ,,$142.65 ,,3.2 ,,$43.94 ,,$0.00 ,,,"$33,818 ",,"$824,212 ",,"18,756 ",,"5,778 ",,0 ,,"58,585 ",,No,,,,,,
City of Rhinelander,Rhinelander,WI,5R06-037,5R06-50500,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$3.75 ,,0.47 ,,$24.80 ,,3.1 ,,$8.04 ,,$0.00 ,,,"$324,819 ",,"$696,883 ",,"86,639 ",,"28,095 ",,0 ,,"336,260 ",,No,,,,,,
Claiborne Parish Police Jury OCS,Homer,LA,6R02-009,6R02-60234,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.40 ,,0.03 ,,$45.72 ,,1.0 ,,$45.18 ,,$0.00 ,,,"$8,487 ",,"$274,511 ",,"6,076 ",,"6,004 ",,0 ,,"120,496 ",,No,,,,,,
"Leprechaun Lines, Inc.",Newburgh,NY,2179,20179,Private Provider Reporting on Behalf of a Public Entity,Reduced Reporter,"423,566 ",6,CB,DO,6,,$5.11 ,,0.09 ,,$118.39 ,,2.1 ,,$55.28 ,,$0.00 ,,,"$163,189 ",,"$1,763,959 ",,"31,907 ",,"14,899 ",,0 ,,"397,865 ",,No,,,,,,
Jefferson County Transit,Louisville,GA,4R03-023,4R03-40977,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.62 ,,0.12 ,,$25.29 ,,1.9 ,,$13.45 ,,$0.00 ,,,"$44,116 ",,"$365,308 ",,"27,155 ",,"14,443 ",,0 ,,"203,207 ",,No,,,,,,
"City of Peoria , dba: Peoria Transit",Peoria,AZ,9140,90140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,629,114 ",6,DR,DO,6,,$1.27 ,,0.02 ,,$130.48 ,,2.5 ,,$53.17 ,,$11.32 ,,,"$27,530 ",,"$1,149,108 ",,"21,613 ",,"8,807 ",,"101,520 ",,"93,030 ",,No,,,,,,
City of Guntersville,Guntersville,AL,4R01-023,4R01-41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.70 ,,0.05 ,,$50.53 ,,3.6 ,,$13.98 ,,$0.00 ,,,"$11,715 ",,"$234,298 ",,"16,757 ",,"4,637 ",,0 ,,"89,773 ",,No,,,,,,
St. Helena Council on Aging,Greensburg,LA,,6R02-66273,Area Agency on Aging,Rural Reporter,0 ,6,DR,DO,6,,$0.77 ,,0.04 ,,$28.90 ,,1.7 ,,$17.35 ,,$0.00 ,,,"$7,446 ",,"$167,232 ",,"9,638 ",,"5,787 ",,0 ,,"100,294 ",,No,,,,,,
Osage County Council on Aging,Osage City,KS,7R02-023,7R02-70109,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.41 ,,0.05 ,,$28.12 ,,3.2 ,,$8.73 ,,$0.00 ,,,"$9,086 ",,"$193,585 ",,"22,187 ",,"6,884 ",,0 ,,"175,724 ",,No,,,,,,
"Mississippi County Transit System, Inc.",East Prairie,MO,7R03-009,7R03-70140,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$1.25 ,,0.07 ,,$40.53 ,,2.4 ,,$16.85 ,,$0.00 ,,,"$25,185 ",,"$338,607 ",,"20,100 ",,"8,355 ",,0 ,,"184,717 ",,No,,,,,,
Urban Transportation District of Dawson County,Glendive,MT,8R02-009,8R02-80166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.27 ,,0.07 ,,$39.79 ,,2.4 ,,$16.91 ,,$0.00 ,,,"$20,221 ",,"$269,810 ",,"15,960 ",,"6,781 ",,0 ,,"58,373 ",,No,,,,,,
Gates County,Gatesville,NC,4R06-061,4R06-40947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.53 ,,0.03 ,,$38.24 ,,2.0 ,,$18.80 ,,$0.00 ,,,"$11,174 ",,"$399,212 ",,"21,236 ",,"10,441 ",,0 ,,"337,781 ",,No,,,,,,
Coweta County,Newnan,GA,4R03-115,4R03-41133,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.66 ,,0.07 ,,$24.56 ,,2.5 ,,$10.01 ,,$0.00 ,,,"$24,399 ",,"$367,315 ",,"36,713 ",,"14,953 ",,0 ,,"239,219 ",,No,,,,,,
"City of Anderson , dba: Electric City Transit",Anderson,SC,4081,40081,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"75,702 ",6,MB,DO,6,,$0.21 ,,0.08 ,,$60.15 ,,22.2 ,,$2.71 ,,$0.00 ,,,"$70,644 ",,"$924,854 ",,"341,910 ",,"15,375 ",,0 ,,"251,974 ",,No,,,,,,
Pembina County Meals and Transportation,Drayton,ND,8R03-014,8R03-80129,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$2.95 ,,0.09 ,,$43.54 ,,1.3 ,,$34.57 ,,$0.00 ,,,"$20,639 ",,"$242,213 ",,"7,007 ",,"5,563 ",,0 ,,"111,261 ",,No,,,,,,
City of Azusa,Azusa,CA,,90250,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DR,DO,6,,$0.40 ,,0.01 ,,$106.96 ,,3.6 ,,$29.76 ,,$0.00 ,,,"$14,870 ",,"$1,107,872 ",,"37,223 ",,"10,358 ",,0 ,,"93,057 ",,No,,,,,,
Gogebic County Transit,Ironwood,MI,5R03-031,5R03-50455,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,DR,DO,6,,$2.06 ,,0.09 ,,$71.15 ,,3.1 ,,$22.91 ,,$0.00 ,,,"$54,305 ",,"$603,793 ",,"26,350 ",,"8,486 ",,0 ,,"96,213 ",,No,,,,,,
City of South Padre Island ,South Padre Island ,TX,6R05-025,6R05-60173,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,6,,$0.00 ,,0.00 ,,$75.56 ,,21.8 ,,$3.46 ,,$0.00 ,,,$0 ,,"$1,548,053 ",,"447,372 ",,"20,489 ",,0 ,,"366,338 ",,No,,,,,,
Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.47 ,,0.10 ,,$105.97 ,,4.2 ,,$25.04 ,,$0.00 ,,,"$105,664 ",,"$1,071,202 ",,"42,786 ",,"10,109 ",,0 ,,"173,306 ",,No,,,,,,
"Kiowa Tribe, dba: Tribe",Carnegie,OK,6T06,66164,Tribe,Reduced Reporter,0 ,6,DR,DO,6,,$0.00 ,,0.00 ,,$90.72 ,,4.0 ,,$22.79 ,,$0.00 ,,,$0 ,,"$182,973 ",,"8,029 ",,"2,017 ",,0 ,,"80,243 ",,No,,,,,,
Private Transportation Corporation,Brooklyn,NY,2175,20175,Private-For-Profit Corporation,Full Reporter,"18,351,295 ",6,MB,PT,6,,$1.49 ,,1.00 ,,$62.73 ,,42.0 ,,$1.49 ,,$0.25 ,,,"$974,069 ",,"$974,069 ",,"651,731 ",,"15,527 ",,"3,851,730 ",,"198,719 ",,No,,,,,,
Orleans Transit Service,Albion,NY,2R02-034,2R02-20934,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,MB,DO,6,,$0.89 ,,0.03 ,,$105.59 ,,4.0 ,,$26.07 ,,$0.00 ,,,"$29,911 ",,"$874,575 ",,"33,541 ",,"8,283 ",,0 ,,"171,871 ",,No,,,,,,
Crisp County Transit,Cordele,GA,4R03-055,4R03-40912,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.36 ,,0.02 ,,$35.15 ,,1.5 ,,$22.90 ,,$0.00 ,,,"$7,641 ",,"$483,125 ",,"21,093 ",,"13,743 ",,0 ,,"290,210 ",,No,,,,,,
Ravalli County Council on Aging,Hamilton,MT,8R02-008,8R02-80142,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$1.14 ,,0.06 ,,$36.80 ,,2.0 ,,$18.81 ,,$0.00 ,,,"$13,336 ",,"$219,314 ",,"11,660 ",,"5,960 ",,0 ,,"66,616 ",,No,,,,,,
Golden Spread Rural Frontier Coalition,Clayton,NM,6R03-009,6R03-60244,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$9.90 ,,0.31 ,,$46.08 ,,1.5 ,,$31.60 ,,$0.00 ,,,"$110,473 ",,"$352,458 ",,"11,155 ",,"7,649 ",,0 ,,"106,017 ",,No,,,,,,
City of Fort Atkinson,Fort Atkinson,WI,5R06-015,5R06-50400,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$4.44 ,,0.50 ,,$28.65 ,,3.2 ,,$8.85 ,,$0.00 ,,,"$204,243 ",,"$406,836 ",,"45,995 ",,"14,199 ",,0 ,,"105,546 ",,No,,,,,,
City of Corning,Corning,NY,2R02-019,2R02-20941,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,6,,$0.39 ,,0.07 ,,$80.90 ,,13.8 ,,$5.88 ,,$0.00 ,,,"$56,786 ",,"$852,311 ",,"145,057 ",,"10,536 ",,0 ,,"144,771 ",,No,,,,,,
Ute Tribe,Fort Duchesne,UT,8T19,88200,Tribe,Reduced Reporter,0 ,6,MB,DO,6,,$0.73 ,,0.01 ,,$167.01 ,,2.1 ,,$80.59 ,,$0.00 ,,,"$2,406 ",,"$265,540 ",,"3,295 ",,"1,590 ",,0 ,,"49,308 ",,No,,,,,,
Vermilion Council on Aging,Abbeville,LA,6R02-027,6R02-60211,Area Agency on Aging,Rural Reporter,0 ,6,DR,DO,6,,$1.09 ,,0.05 ,,$31.31 ,,1.3 ,,$23.80 ,,$0.00 ,,,"$8,744 ",,"$191,098 ",,"8,030 ",,"6,104 ",,0 ,,"88,085 ",,No,,,,,,
City of Corcoran,Corcoran,CA,9R02-059,9R02-91002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.64 ,,0.10 ,,$207.81 ,,7.7 ,,$26.93 ,,$0.00 ,,,"$85,820 ",,"$875,921 ",,"32,529 ",,"4,215 ",,0 ,,"44,751 ",,No,,,,,,
Etowah County Commission,Gadsden,AL,4R01-013,4R01-40960,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$4.41 ,,0.10 ,,$84.64 ,,1.9 ,,$45.20 ,,$0.00 ,,,"$53,949 ",,"$553,322 ",,"12,241 ",,"6,537 ",,0 ,,"167,200 ",,No,,,,,,
Grundy County,Morris,IL,5R01-009,5R01-50253,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.98 ,,0.09 ,,$55.30 ,,1.6 ,,$33.61 ,,$0.00 ,,,"$43,946 ",,"$495,508 ",,"14,742 ",,"8,961 ",,0 ,,"172,122 ",,No,,,,,,
City of Waupaca,Waupaca,WI,5R06-045,5R06-50336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$3.33 ,,0.36 ,,$29.84 ,,3.2 ,,$9.36 ,,$0.00 ,,,"$177,221 ",,"$497,543 ",,"53,155 ",,"16,676 ",,0 ,,"174,019 ",,No,,,,,,
