State,Name,ID,Org Type,SSW,Urbanized Area,UZA Population,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles,,,
PA,Borough of Pottstown - Pottstown Area Rapid Transit(PART),3077,City,N,"Pottstown, PA","107,682",MB,PT, 6 , 9 ,, 278.7 ,, 283.0 ,, 276.6 ,, 20.0 ,, 18.6 ,, 255.5 ,, 278.8 ,,,
PA,Borough of Pottstown - Pottstown Area Rapid Transit(PART),3077,City,N,"Pottstown, PA","107,682",DR,PT, 1 , 2 ,, -   ,, 13.9 ,, 12.4 ,, 2.5 ,, 2.3 ,, 3.8 ,, 12.8 ,,,
PA,Borough of Pottstown - Pottstown Area Rapid Transit(PART),3077,City,N,"Pottstown, PA","107,682",Total,, 7 , 11 ,, 278.7 ,, 296.9 ,, 289.0 ,, 22.6 ,, 20.9 ,, 259.4 ,, 291.7 ,,,
PA,Cambria County Transit Authority(CamTran),3012,Authority,N,"Johnstown, PA","69,014",MB,DO, 53 , 55 ,," 1,085.5 ",," 1,118.7 ",," 1,048.0 ",, 82.9 ,, 78.7 ,," 1,168.7 ",," 4,903.2 ",,,
PA,Cambria County Transit Authority(CamTran),3012,Authority,N,"Johnstown, PA","69,014",IP,DO, 2 , 2 ,, 3.4 ,, 3.4 ,, 3.4 ,, 1.3 ,, 1.3 ,, 87.0 ,, 14.8 ,,,
PA,Cambria County Transit Authority(CamTran),3012,Authority,N,"Johnstown, PA","69,014",DR,DO, 28 , 30 ,, -   ,, 211.4 ,, 150.7 ,, 14.8 ,, 10.5 ,, 34.3 ,, 409.0 ,,,
PA,Cambria County Transit Authority(CamTran),3012,Authority,N,"Johnstown, PA","69,014",DR,PT, 11 , 17 ,, -   ,, 219.8 ,, 152.9 ,, 13.5 ,, 10.3 ,, 31.3 ,, 123.5 ,,,
PA,Cambria County Transit Authority(CamTran),3012,Authority,N,"Johnstown, PA","69,014",Total,, 94 , 104 ,," 1,088.9 ",," 1,553.3 ",," 1,354.9 ",, 112.4 ,, 100.8 ,," 1,321.3 ",," 5,450.5 ",,,
PA,Centre Area Transportation Authority(CATA),3054,Authority,N,"State College, PA","87,454",DR,PT, 9 , 10 ,, -   ,, 150.8 ,, 141.8 ,, 8.7 ,, 8.4 ,, 34.5 ,, 214.6 ,,,
PA,Centre Area Transportation Authority(CATA),3054,Authority,N,"State College, PA","87,454",VP,DO, 40 , 45 ,, -   ,, 659.8 ,, 659.8 ,, 16.9 ,, 16.9 ,, 142.7 ,," 4,962.4 ",,,
PA,Centre Area Transportation Authority(CATA),3054,Authority,N,"State College, PA","87,454",MB,DO, 58 , 66 ,," 1,582.8 ",," 1,581.1 ",," 1,509.8 ",, 126.8 ,, 123.3 ,," 7,073.1 ",," 16,335.4 ",,,
PA,Centre Area Transportation Authority(CATA),3054,Authority,N,"State College, PA","87,454",Total,, 107 , 121 ,," 1,582.8 ",," 2,391.8 ",," 2,311.4 ",, 152.5 ,, 148.6 ,," 7,250.3 ",," 21,512.4 ",,,
PA,City of Hazleton -- Hazleton Public Transit(HPT),3093,City,Y,"Hazleton, PA","56,827",MB,PT, 8 ,,, -   ,, -   ,, 345.5 ,, -   ,, 27.3 ,, 205.7 ,, -   ,,,
PA,City of Hazleton -- Hazleton Public Transit(HPT),3093,City,Y,"Hazleton, PA","56,827",DR,PT, 3 ,,, -   ,, -   ,, 75.8 ,, -   ,, 2.9 ,, 11.2 ,, -   ,,,
PA,City of Hazleton -- Hazleton Public Transit(HPT),3093,City,Y,"Hazleton, PA","56,827",Total,, 11 ,,, -   ,, -   ,, 421.2 ,, -   ,, 30.3 ,, 216.9 ,, -   ,,,
PA,City of Washington(City Transit),3101,City,N,"Pittsburgh, PA","1,733,853",MB,PT, 6 , 8 ,, 259.4 ,, 266.7 ,, 249.6 ,, 16.6 ,, 15.4 ,, 46.1 ,, 700.9 ,,,
PA,City of Washington(City Transit),3101,City,N,"Pittsburgh, PA","1,733,853",DR,PT, 3 , 5 ,, -   ,, 32.1 ,, 29.9 ,, 3.1 ,, 2.8 ,, 11.7 ,, 29.8 ,,,
PA,City of Washington(City Transit),3101,City,N,"Pittsburgh, PA","1,733,853",Total,, 9 , 13 ,, 259.4 ,, 298.9 ,, 279.4 ,, 19.7 ,, 18.2 ,, 57.8 ,, 730.7 ,,,
PA,County of Lackawanna Transit System(COLTS),3025,Authority,N,"Scranton, PA","381,502",MB,PT, 6 , 6 ,, 153.3 ,, 167.9 ,, 153.3 ,, 11.6 ,, 10.9 ,, 55.0 ,, 248.1 ,,,
PA,County of Lackawanna Transit System(COLTS),3025,Authority,N,"Scranton, PA","381,502",DR,PT, 6 , 6 ,, -   ,, 38.5 ,, 23.9 ,, 3.5 ,, 2.3 ,, 4.5 ,, 24.3 ,,,
PA,County of Lackawanna Transit System(COLTS),3025,Authority,N,"Scranton, PA","381,502",MB,DO, 26 , 36 ,, 963.6 ,," 1,047.9 ",, 961.4 ,, 79.5 ,, 75.2 ,," 1,157.5 ",," 5,045.8 ",,,
PA,County of Lackawanna Transit System(COLTS),3025,Authority,N,"Scranton, PA","381,502",DR,DO, 26 , 29 ,, -   ,, 318.9 ,, 201.6 ,, 24.0 ,, 21.4 ,, 44.8 ,, 183.5 ,,,
PA,County of Lackawanna Transit System(COLTS),3025,Authority,N,"Scranton, PA","381,502",Total,, 64 , 77 ,," 1,116.9 ",," 1,573.2 ",," 1,340.2 ",, 118.7 ,, 109.7 ,," 1,261.8 ",," 5,501.8 ",,,
PA,County of Lebanon Transit Authority(Lebanon Transit),3095,Authority,N,"Lebanon, PA","77,086",MB,DO, 8 , 14 ,, 361.3 ,, 359.9 ,, 359.9 ,, 24.6 ,, 24.6 ,, 267.8 ,," 1,406.4 ",,,
PA,County of Lebanon Transit Authority(Lebanon Transit),3095,Authority,N,"Lebanon, PA","77,086",DR,DO, 13 , 14 ,, -   ,, 304.7 ,, 273.9 ,, 20.0 ,, 17.4 ,, 49.2 ,, 349.3 ,,,
PA,County of Lebanon Transit Authority(Lebanon Transit),3095,Authority,N,"Lebanon, PA","77,086",CB,DO, 4 , 4 ,, 132.6 ,, 131.9 ,, 131.9 ,, 5.1 ,, 5.1 ,, 23.2 ,, 648.7 ,,,
PA,County of Lebanon Transit Authority(Lebanon Transit),3095,Authority,N,"Lebanon, PA","77,086",Total,, 25 , 32 ,, 493.9 ,, 796.5 ,, 765.7 ,, 49.7 ,, 47.1 ,, 340.3 ,," 2,404.5 ",,,
PA,Cumberland Dauphin-Harrisburg Transit Authority - (DBA Capital Area Transit)(CAT),3014,Authority,N,"Harrisburg, PA","444,474",DR,PT, 13 , 16 ,, -   ,, 630.7 ,, 539.9 ,, 37.3 ,, 33.0 ,, 67.6 ,, 600.1 ,,,
PA,Cumberland Dauphin-Harrisburg Transit Authority - (DBA Capital Area Transit)(CAT),3014,Authority,N,"Harrisburg, PA","444,474",MB,PT, 2 , 3 ,, 46.7 ,, 46.3 ,, 45.5 ,, 3.5 ,, 3.4 ,, 26.6 ,, 97.6 ,,,
PA,Cumberland Dauphin-Harrisburg Transit Authority - (DBA Capital Area Transit)(CAT),3014,Authority,N,"Harrisburg, PA","444,474",DR,DO, 30 , 36 ,, -   ,, 932.9 ,, 826.8 ,, 52.7 ,, 47.0 ,, 123.8 ,," 1,281.2 ",,,
PA,Cumberland Dauphin-Harrisburg Transit Authority - (DBA Capital Area Transit)(CAT),3014,Authority,N,"Harrisburg, PA","444,474",MB,DO, 62 , 75 ,," 1,642.6 ",," 1,921.9 ",," 1,607.3 ",, 139.9 ,, 121.9 ,," 2,647.8 ",," 15,414.0 ",,,
PA,Cumberland Dauphin-Harrisburg Transit Authority - (DBA Capital Area Transit)(CAT),3014,Authority,N,"Harrisburg, PA","444,474",Total,, 107 , 130 ,," 1,689.3 ",," 3,531.8 ",," 3,019.5 ",, 233.4 ,, 205.3 ,," 2,865.8 ",," 17,392.8 ",,,
PA,Erie Metropolitan Transit Authority(the e),3013,Authority,N,"Erie, PA","196,611",DR,DO, 60 , 62 ,, -   ,," 1,111.3 ",, 969.3 ,, 102.2 ,, 87.4 ,, 236.0 ,," 1,511.7 ",,,
PA,Erie Metropolitan Transit Authority(the e),3013,Authority,N,"Erie, PA","196,611",MB,DO, 62 , 73 ,," 2,017.2 ",," 2,008.2 ",," 1,941.7 ",, 168.4 ,, 161.7 ,," 3,456.0 ",," 9,971.8 ",,,
PA,Erie Metropolitan Transit Authority(the e),3013,Authority,N,"Erie, PA","196,611",Total,, 122 , 135 ,," 2,017.2 ",," 3,119.5 ",," 2,911.0 ",, 270.6 ,, 249.2 ,," 3,692.0 ",," 11,483.5 ",,,
PA,Fayette Area Coordinated Transportation(FACT),3087,City,N,"Uniontown-Connellsville, PA","51,370",MB,PT, 3 , 5 ,, 194.4 ,, 191.5 ,, 185.4 ,, 9.3 ,, 8.9 ,, 66.9 ,, 496.2 ,,,
PA,Fayette Area Coordinated Transportation(FACT),3087,City,N,"Uniontown-Connellsville, PA","51,370",DR,DO, 12 , 14 ,, -   ,, 533.8 ,, 460.2 ,, 24.1 ,, 21.4 ,, 55.8 ,, 838.5 ,,,
PA,Fayette Area Coordinated Transportation(FACT),3087,City,N,"Uniontown-Connellsville, PA","51,370",MB,DO, 7 , 8 ,, 370.4 ,, 374.6 ,, 358.6 ,, 20.2 ,, 18.6 ,, 131.7 ,," 1,251.5 ",,,
PA,Fayette Area Coordinated Transportation(FACT),3087,City,N,"Uniontown-Connellsville, PA","51,370",DR,PT, 11 , 13 ,, -   ,, 269.9 ,, 253.2 ,, 20.8 ,, 19.5 ,, 57.0 ,, 414.3 ,,,
PA,Fayette Area Coordinated Transportation(FACT),3087,City,N,"Uniontown-Connellsville, PA","51,370",Total,, 33 , 40 ,, 564.8 ,," 1,369.8 ",," 1,257.5 ",, 74.5 ,, 68.4 ,, 311.3 ,," 3,000.4 ",,,
PA,Lehigh and Northampton Transportation Authority(LANTA),3010,Authority,N,"Allentown, PA-NJ","664,651",MB,DO, 69 , 83 ,," 2,674.2 ",," 2,783.9 ",," 2,672.9 ",, 234.3 ,, 220.6 ,," 4,926.3 ",," 14,403.8 ",,,
PA,Lehigh and Northampton Transportation Authority(LANTA),3010,Authority,N,"Allentown, PA-NJ","664,651",DR,PT, 98 , 123 ,, -   ,," 4,708.9 ",," 4,326.5 ",, 285.0 ,, 261.9 ,, 419.6 ,," 5,627.7 ",,,
PA,Lehigh and Northampton Transportation Authority(LANTA),3010,Authority,N,"Allentown, PA-NJ","664,651",Total,, 167 , 206 ,," 2,674.2 ",," 7,492.8 ",," 6,999.4 ",, 519.3 ,, 482.5 ,," 5,345.9 ",," 20,031.4 ",,,
PA,Luzerne County Transportation Authority(LCTA),3015,Authority,N,"Scranton, PA","381,502",MB,DO, 31 , 38 ,," 1,028.1 ",," 1,047.6 ",," 1,019.7 ",, 76.4 ,, 74.7 ,," 1,182.0 ",," 4,408.8 ",,,
PA,Luzerne County Transportation Authority(LCTA),3015,Authority,N,"Scranton, PA","381,502",DR,PT, 2 , 7 ,, -   ,, 30.1 ,, 15.7 , Q , 4.2 ,, 3.3 , Q , 6.7 ,, 30.1 ,,,
PA,Luzerne County Transportation Authority(LCTA),3015,Authority,N,"Scranton, PA","381,502",DR,DO, 45 , 55 ,, -   ,," 1,308.2 ",," 1,111.5 ",, 85.7 ,, 74.8 ,, 169.2 ,, 848.0 ,,,
PA,Luzerne County Transportation Authority(LCTA),3015,Authority,N,"Scranton, PA","381,502",Total,, 78 , 100 ,," 1,028.1 ",," 2,385.9 ",," 2,146.9 ",, 166.2 ,, 152.8 ,," 1,357.9 ",," 5,287.0 ",,,
PA,Martz Trailways,3102,For-Profit,N,"New York-Newark, NY-NJ-CT","18,351,295",CB,DO, 50 , 66 ,," 2,925.7 ",," 3,906.1 ",," 3,785.1 ",, 95.7 ,, 92.7 ,, 985.4 ,," 72,154.7 ",,,
PA,Martz Trailways,3102,For-Profit,N,"New York-Newark, NY-NJ-CT","18,351,295",Total,, 50 , 66 ,," 2,925.7 ",," 3,906.1 ",," 3,785.1 ",, 95.7 ,, 92.7 ,, 985.4 ,," 72,154.7 ",,,
PA,Mid Mon Valley Transit Authority(MMVTA),3061,Authority,N,"Monessen-California, PA","66,086",MB,PT, 24 , 26 ,, 822.2 ,, 936.0 ,, 810.6 ,, 52.1 ,, 48.5 ,, 338.7 ,," 5,179.5 ",,,
PA,Mid Mon Valley Transit Authority(MMVTA),3061,Authority,N,"Monessen-California, PA","66,086",DR,PT, 1 , 1 ,, -   ,, 6.5 ,, 6.1 ,, 0.6 ,, 0.3 ,, 1.3 ,, 6.1 ,,,
PA,Mid Mon Valley Transit Authority(MMVTA),3061,Authority,N,"Monessen-California, PA","66,086",Total,, 25 , 27 ,, 822.2 ,, 942.4 ,, 816.7 ,, 52.7 ,, 48.8 ,, 340.1 ,," 5,185.6 ",,,
PA,Pennsylvania Department of Transportation(PENNDOT),3057,State Government,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",CR,PT, 20 , 40 ,," 2,146.1 ",," 2,146.1 ",," 2,146.1 ",, 35.9 ,, 35.9 ,, 610.2 ,," 44,623.4 ",,,
PA,Pennsylvania Department of Transportation(PENNDOT),3057,State Government,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",Total,, 20 , 40 ,," 2,146.1 ",," 2,146.1 ",," 2,146.1 ",, 35.9 ,, 35.9 ,, 610.2 ,," 44,623.4 ",,,
PA,Port Authority of Allegheny County(Port Authority),3022,Authority,N,"Pittsburgh, PA","1,733,853",MB,DO, 568 , 695 ,," 18,951.3 ",," 24,496.2 ",," 18,892.2 ",," 1,716.3 ",," 1,452.9 ",," 53,088.1 ",," 207,301.3 ",,,
PA,Port Authority of Allegheny County(Port Authority),3022,Authority,N,"Pittsburgh, PA","1,733,853",DR,PT, 325 , 390 ,, -   ,," 11,137.2 ",," 9,955.5 ",, 731.7 ,, 668.5 ,," 1,716.1 ",," 13,260.3 ",,,
PA,Port Authority of Allegheny County(Port Authority),3022,Authority,N,"Pittsburgh, PA","1,733,853",LR,DO, 56 , 83 ,," 2,073.5 ",," 2,071.4 ",," 2,019.4 ",, 163.5 ,, 159.0 ,," 8,032.1 ",," 33,072.0 ",,,
PA,Port Authority of Allegheny County(Port Authority),3022,Authority,N,"Pittsburgh, PA","1,733,853",IP,DO, 2 , 2 ,, 18.3 ,, 18.3 ,, 18.3 ,, 7.8 ,, 7.8 ,, 717.6 ,, 83.9 ,,,
PA,Port Authority of Allegheny County(Port Authority),3022,Authority,N,"Pittsburgh, PA","1,733,853",Total,, 951 ," 1,170 ",," 21,043.1 ",," 37,723.0 ",," 30,885.4 ",," 2,619.4 ",," 2,288.2 ",," 63,553.9 ",," 253,717.5 ",,,
PA,Red Rose Transit Authority(RRTA),3018,Authority,N,"Lancaster, PA","402,004",MB,DO, 33 , 41 ,," 1,461.9 ",," 1,536.1 ",," 1,461.4 ",, 112.8 ,, 108.8 ,," 1,886.1 ",," 8,204.6 ",,,
PA,Red Rose Transit Authority(RRTA),3018,Authority,N,"Lancaster, PA","402,004",DR,PT, 63 , 75 ,, -   ,," 2,935.6 ",," 2,403.2 ",, 196.5 ,, 164.9 ,, 311.5 ,," 3,039.7 ",,,
PA,Red Rose Transit Authority(RRTA),3018,Authority,N,"Lancaster, PA","402,004",Total,, 96 , 116 ,," 1,461.9 ",," 4,471.8 ",," 3,864.7 ",, 309.2 ,, 273.7 ,," 2,197.6 ",," 11,244.3 ",,,
PA,Shenango Valley Shuttle Service(SVSS),3055,City,N,"Youngstown, OH-PA","387,550",MB,DO, 3 , 5 ,, 118.4 ,, 119.1 ,, 116.7 ,, 8.5 ,, 8.2 ,, 101.4 ,, 532.5 ,,,
PA,Shenango Valley Shuttle Service(SVSS),3055,City,N,"Youngstown, OH-PA","387,550",DR,DO, 23 , 28 ,, -   ,, 708.6 ,, 520.7 ,, 43.5 ,, 34.7 ,, 94.9 ,, 712.4 ,,,
PA,Shenango Valley Shuttle Service(SVSS),3055,City,N,"Youngstown, OH-PA","387,550",Total,, 26 , 33 ,, 118.4 ,, 827.6 ,, 637.5 ,, 52.0 ,, 42.9 ,, 196.4 ,," 1,244.9 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",CR,DO, 334 , 412 ,," 18,733.5 ",," 19,990.2 ",," 18,679.0 ",, 740.4 ,, 694.4 ,," 37,167.7 ",," 502,346.1 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",TB,DO, 30 , 38 ,, 945.1 ,, 903.2 ,, 885.1 ,, 105.0 ,, 102.9 ,," 6,228.4 ",," 12,095.9 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",HR,DO, 286 , 369 ,," 16,824.6 ",," 17,040.7 ",," 16,882.9 ",, 876.8 ,, 868.4 ,," 101,035.8 ",," 448,944.7 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",MB,DO," 1,172 "," 1,389 ",," 39,230.2 ",," 44,963.4 ",," 39,756.0 ",," 4,272.3 ",," 3,881.4 ",," 184,863.2 ",," 546,413.9 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",SR,DO, 126 , 159 ,," 3,453.9 ",," 3,524.7 ",," 3,379.9 ",, 400.4 ,, 383.6 ,," 27,430.5 ",," 69,345.5 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",DR,PT, 367 , 452 ,, -   ,," 13,105.3 ",," 11,017.4 ",," 1,161.7 ",," 1,001.8 ",," 1,713.7 ",," 12,734.0 ",,,
PA,Southeastern Pennsylvania Transportation Authority(SEPTA),3019,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",Total,," 2,315 "," 2,819 ",," 79,187.2 ",," 99,527.4 ",," 90,600.3 ",," 7,556.5 ",," 6,932.5 ",," 358,439.4 ",," 1,591,880.2 ",,,
PA,Southwestern Pennsylvania Commission(SPC),3078,MPO,N,"Pittsburgh, PA","1,733,853",VP,PT, 59 , 67 ,, -   ,, 923.6 ,, 923.6 ,, 24.5 ,, 24.5 ,, 262.7 ,," 7,794.1 ",,,
PA,Southwestern Pennsylvania Commission(SPC),3078,MPO,N,"Pittsburgh, PA","1,733,853",Total,, 59 , 67 ,, -   ,, 923.6 ,, 923.6 ,, 24.5 ,, 24.5 ,, 262.7 ,," 7,794.1 ",,,
PA,"Trans-Bridge Lines, Inc.",2169,For-Profit,N,"New York-Newark, NY-NJ-CT","18,351,295",CB,DO, 51 , 57 ,," 3,948.9 ",," 4,188.2 ",," 3,925.1 ",, 90.9 ,, 86.0 ,," 1,227.3 ",," 105,496.3 ",,,
PA,"Trans-Bridge Lines, Inc.",2169,For-Profit,N,"New York-Newark, NY-NJ-CT","18,351,295",Total,, 51 , 57 ,," 3,948.9 ",," 4,188.2 ",," 3,925.1 ",, 90.9 ,, 86.0 ,," 1,227.3 ",," 105,496.3 ",,,
PA,Westmoreland County Transit Authority(WCTA),3044,City,N,"Pittsburgh, PA","1,733,853",MB,PT, 31 , 40 ,, 909.2 ,," 1,371.8 ",, 909.0 ,, 61.0 ,, 44.9 ,, 563.2 ,," 8,679.5 ",,,
PA,Westmoreland County Transit Authority(WCTA),3044,City,N,"Pittsburgh, PA","1,733,853",DT,PT, 48 ,,, -   ,, 141.6 ,, 141.6 ,, 5.9 ,, 5.9 ,, 16.7 ,, 141.6 ,,,
PA,Westmoreland County Transit Authority(WCTA),3044,City,N,"Pittsburgh, PA","1,733,853",Total,, 79 , 40 ,, 909.2 ,," 1,513.3 ",," 1,050.6 ",, 66.9 ,, 50.9 ,, 579.9 ,," 8,821.1 ",,,
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,"Williamsport, PA","56,142",DR,PT, 2 , 2 ,, -   ,, 6.2 ,, 6.2 ,, 0.3 ,, 0.3 ,, 0.7 ,, 6.2 ,,,
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,"Williamsport, PA","56,142",MB,DO, 23 , 34 ,, 822.2 ,, 855.8 ,, 822.9 ,, 56.2 ,, 54.3 ,," 1,357.9 ",," 6,730.5 ",,,
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,"Williamsport, PA","56,142",DR,DO, 1 , 1 ,, -   ,, 1.8 ,, 1.8 ,, 0.1 ,, 0.1 ,, 0.2 ,, 1.8 ,,,
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,"Williamsport, PA","56,142",Total,, 26 , 37 ,, 822.2 ,, 863.8 ,, 830.9 ,, 56.7 ,, 54.7 ,," 1,358.9 ",," 6,738.5 ",,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",CB,PT, 7 , 9 ,, 249.9 ,, 257.1 ,, 249.7 ,, 9.9 ,, 9.2 ,, 69.1 ,," 2,209.7 ",,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",MB,DO, 42 , 44 ,," 1,295.3 ",," 1,359.5 ",," 1,295.2 ",, 114.7 ,, 109.2 ,," 1,607.5 ",," 5,529.9 ",,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",DR,DO, 59 , 79 ,, -   ,," 2,313.3 ",," 2,029.6 ",, 122.1 ,, 108.5 ,, 270.4 ,," 3,589.2 ",,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",DR,PT, 28 , 30 ,, -   ,, 273.5 ,, 228.7 ,, 20.3 ,, 18.6 ,, 14.6 ,, 188.1 ,,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",DT,PT, 7 , 7 ,, -   ,, 46.0 ,, 46.0 ,, 2.2 ,, 2.2 ,, 12.8 ,, 114.6 ,,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",CB,DO, 9 , 13 ,, 176.9 ,, 181.9 ,, 176.3 ,, 7.3 ,, 6.7 ,, 41.5 ,," 1,990.4 ",,,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,"York, PA","232,045",Total,, 152 , 182 ,," 1,722.1 ",," 4,431.2 ",," 4,025.4 ",, 276.4 ,, 254.4 ,," 2,015.9 ",," 13,621.8 ",,,
PR,Alternativa de Transporte Integrado -ATI(PRHTA),4094,State Government,N,"San Juan, PR","2,148,346",MB,PT, 21 , 30 ,, 850.1 ,, 837.4 ,, 765.9 ,, 90.5 ,, 87.2 ,," 1,753.2 ",," 3,874.7 ",,,
PR,Alternativa de Transporte Integrado -ATI(PRHTA),4094,State Government,N,"San Juan, PR","2,148,346",HR,PT, 32 , 74 ,," 1,852.9 ",," 1,976.7 ",," 1,909.4 ",, 105.9 ,, 103.1 ,," 11,014.6 ",," 52,842.8 ",,,
PR,Alternativa de Transporte Integrado -ATI(PRHTA),4094,State Government,N,"San Juan, PR","2,148,346",Total,, 53 , 104 ,," 2,703.0 ",," 2,814.1 ",," 2,675.2 ",, 196.4 ,, 190.2 ,," 12,767.9 ",," 56,717.5 ",,,
PR,Autonomous Municipality of Ponce(MAP),4234,City,Y,"Ponce, PR","149,539",MB,DO, 11 ,,, -   ,, -   ,, 170.0 ,, -   ,, 15.0 ,, 926.7 ,, -   ,,,
PR,Autonomous Municipality of Ponce(MAP),4234,City,Y,"Ponce, PR","149,539",Total,, 11 ,,, -   ,, -   ,, 170.0 ,, -   ,, 15.0 ,, 926.7 ,, -   ,,,
PR,Autonomous Municipality of Vega Alta(MUNVA),4199,City,Y,"San Juan, PR","2,148,346",MB,DO, 6 ,,, -   ,, -   ,, 31.7 ,, -   ,, 2.0 ,, 4.4 ,, -   ,,,
PR,Autonomous Municipality of Vega Alta(MUNVA),4199,City,Y,"San Juan, PR","2,148,346",Total,, 6 ,,, -   ,, -   ,, 31.7 ,, -   ,, 2.0 ,, 4.4 ,, -   ,,,
PR,City of San Juan(MSJ),4112,City,Y,"San Juan, PR","2,148,346",MB,DO, 29 ,,, -   ,, -   ,, 159.5 ,, -   ,, 26.1 ,," 1,124.3 ",, -   ,,,
PR,City of San Juan(MSJ),4112,City,Y,"San Juan, PR","2,148,346",Total,, 29 ,,, -   ,, -   ,, 159.5 ,, -   ,, 26.1 ,," 1,124.3 ",, -   ,,,
PR,Federal Programs Municipality of Gurabo(Municipality of Gurabo),4123,City,Y,"San Juan, PR","2,148,346",MB,DO, 2 ,,, -   ,, -   ,, 15.1 ,, -   ,, 1.1 ,, 9.4 ,, -   ,,,
PR,Federal Programs Municipality of Gurabo(Municipality of Gurabo),4123,City,Y,"San Juan, PR","2,148,346",DR,DO, 1 ,,, -   ,, -   ,, 6.6 ,, -   ,, 0.8 ,, 0.8 ,, -   ,,,
PR,Federal Programs Municipality of Gurabo(Municipality of Gurabo),4123,City,Y,"San Juan, PR","2,148,346",Total,, 3 ,,, -   ,, -   ,, 21.7 ,, -   ,, 1.9 ,, 10.2 ,, -   ,,,
PR,Metropolitan Bus Authority(MBA),4086,Authority,N,"San Juan, PR","2,148,346",DR,DO, 33 , 45 ,, -   ,, 949.5 ,, 746.3 ,, 183.1 ,, 143.9 ,, 116.8 ,, 725.5 ,,,
PR,Metropolitan Bus Authority(MBA),4086,Authority,N,"San Juan, PR","2,148,346",MB,DO, 114 , 149 ,," 6,430.6 ",," 4,921.7 ",," 4,402.6 ",, 560.1 ,, 523.5 ,," 10,248.8 ",," 34,441.5 ",,,
PR,Metropolitan Bus Authority(MBA),4086,Authority,N,"San Juan, PR","2,148,346",Total,, 147 , 194 ,," 6,430.6 ",," 5,871.2 ",," 5,148.9 ",, 743.2 ,, 667.4 ,," 10,365.6 ",," 35,167.0 ",,,
PR,Municipality of Aguada,4114,City,Y,"Aguadilla-Isabela-San Sebastián, PR","306,196",DR,DO, 3 ,,, -   ,, -   ,, 31.4 ,, -   ,, 2.3 ,, 1.7 ,, -   ,,,
PR,Municipality of Aguada,4114,City,Y,"Aguadilla-Isabela-San Sebastián, PR","306,196",MB,DO, 2 ,,, -   ,, -   ,, 22.8 ,, -   ,, 2.8 ,, 24.4 ,, -   ,,,
PR,Municipality of Aguada,4114,City,Y,"Aguadilla-Isabela-San Sebastián, PR","306,196",Total,, 5 ,,, -   ,, -   ,, 54.2 ,, -   ,, 5.2 ,, 26.1 ,, -   ,,,
PR,Municipality of Barceloneta,4150,City,Y,"Florida-Imbéry-Barceloneta, PR","71,747",MB,DO, 6 ,,, -   ,, -   ,, 75.5 ,, -   ,, 9.3 ,, 139.7 ,, -   ,,,
PR,Municipality of Barceloneta,4150,City,Y,"Florida-Imbéry-Barceloneta, PR","71,747",DR,DO, 4 ,,, -   ,, -   ,, 51.0 ,, -   ,, 6.7 ,, 4.2 ,, -   ,,,
PR,Municipality of Barceloneta,4150,City,Y,"Florida-Imbéry-Barceloneta, PR","71,747",Total,, 10 ,,, -   ,, -   ,, 126.6 ,, -   ,, 15.9 ,, 143.9 ,, -   ,,,
PR,Municipality of Bayamon(BPTS),4137,City,Y,"San Juan, PR","2,148,346",MB,DO, 4 ,,, -   ,, -   ,, 38.5 ,, -   ,, 7.3 ,, 128.5 ,, -   ,,,
