State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
,,5146,B,VP,PT,48,57,0.0 ,"1,006.4 ","1,005.9 ",24.6 ,24.5 ,153.5 ,"5,243.8 "
,,,Total,,,141,171,"2,577.1 ","5,589.5 ","4,661.4 ",256.0 ,225.9 ,"2,068.7 ","19,790.9 "
IL,Northeast Illinois Regional Commuter Railroad Corporation (Metra),,,,,,,,,,,,,
,,5118,A,CR,DO,"1,002","1,153","37,153.9 ","40,116.9 ","38,023.2 ","1,270.3 ","1,220.6 ","67,727.0 ","1,506,371.0 "
IL,Pace - Suburban Bus Division (PACE),,,,,,,,,,,,,
,,5113,B,DR,DO,4,5,0.0 ,119.3 ,100.5 ,6.7 ,5.7 ,35.5 ,188.3 
,,5113,B,DR,PT,315,356,0.0 ,"8,930.4 ","7,601.6 ",616.8 ,529.7 ,"1,462.6 ","8,745.1 "
,,5113,B,MB,DO,472,577,"18,070.4 ","22,026.7 ","18,056.8 ","1,445.6 ","1,272.2 ","28,017.1 ","181,704.5 "
,,5113,B,MB,PT,133,164,"2,605.5 ","3,171.7 ","2,604.9 ",204.7 ,179.1 ,"2,962.3 ","16,435.7 "
,,5113,B,VP,DO,464,659,0.0 ,"7,478.8 ","6,692.9 ",253.3 ,220.2 ,"1,281.1 ","31,630.4 "
,,,Total,,,"1,388","1,761","20,675.9 ","41,726.9 ","35,056.7 ","2,527.0 ","2,206.9 ","33,758.6 ","238,704.0 "
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),,,,,,,,,,,,,
,,5057,A,DR,DO,5,66,0.0 ,16.5 ,12.2 ,1.1 ,1.0 ,1.9 ,8.0 
,,5057,A,DR,PT,6,6,0.0 ,133.1 ,113.3 ,7.8 ,6.9 ,10.8 ,113.3 
,,5057,A,MB,DO,59,69,"2,304.7 ","2,304.6 ","2,139.3 ",165.1 ,152.9 ,"2,069.8 ","7,433.4 "
,,5057,A,MB,PT,2,2,82.5 ,83.3 ,82.9 ,2.2 ,2.2 ,1.0 ,73.5 
,,5057,A,VP,DO,4,4,0.0 ,38.0 ,36.8 ,1.3 ,1.3 ,3.5 ,256.4 
,,,Total,,,76,147,"2,387.2 ","2,575.5 ","2,384.5 ",177.6 ,164.2 ,"2,087.1 ","7,884.6 "
IL,Rockford Mass Transit District (RMTD),,,,,,,,,,,,,
,,5058,A,DR,DO,16,25,0.0 ,402.6 ,340.4 ,32.2 ,24.4 ,100.9 ,908.3 
,,5058,A,MB,DO,28,39,"1,236.5 ","1,251.2 ","1,251.2 ",93.3 ,93.3 ,"1,390.5 ","5,409.0 "
,,,Total,,,44,64,"1,236.5 ","1,653.8 ","1,591.7 ",125.5 ,117.7 ,"1,491.4 ","6,317.3 "
IL,Springfield Mass Transit District,,,,,,,,,,,,,
,,5059,A,DR,DO,14,14,0.0 ,318.2 ,287.2 ,24.5 ,22.0 ,52.0 ,260.3 
,,5059,A,MB,DO,45,45,"1,157.0 ","1,227.3 ","1,157.0 ",96.7 ,90.0 ,"1,652.3 ","3,705.5 "
,,,Total,,,59,59,"1,157.0 ","1,545.5 ","1,444.3 ",121.2 ,112.0 ,"1,704.3 ","3,965.7 "
IN,Bloomington Public Transportation Corporation (BT),,,,,,,,,,,,,
,,5110,B,DR,PT,6,8,0.0 ,180.5 ,99.3 ,16.8 ,9.2 ,28.9 ,114.9 
,,5110,B,MB,DO,26,26,832.7 ,868.6 ,833.4 ,81.2 ,77.5 ,"2,041.2 ","6,164.3 "
,,,Total,,,32,34,832.7 ,"1,049.2 ",932.7 ,98.0 ,86.8 ,"2,070.1 ","6,279.2 "
IN,City of Kokomo,,,,,,,,,,,,,
,,5145,B,DR,DO,12,13,0.0 ,170.8 ,152.8 ,31.0 ,18.2 ,46.2 ,169.6 
,,5145,B,DR,PT,12,12,0.0 ,250.2 ,121.6 ,46.9 ,12.7 ,45.3 ,155.1 
,,,Total,,,24,25,0.0 ,421.0 ,274.4 ,77.9 ,30.8 ,91.5 ,324.8 
IN,East Chicago Transit (ECT),,,,,,,,,,,,,
,,5042,A,DR,DO,3,3,0.0 ,33.3 ,18.1 ,3.8 ,1.2 ,6.1 ,18.1 
,,5042,A,MB,DO,6,6,240.4 ,202.1 ,180.1 ,4.3 ,4.3 ,271.6 ,180.1 
,,,Total,,,9,9,240.4 ,235.4 ,198.2 ,8.0 ,5.5 ,277.7 ,198.2 
IN,Fort Wayne Public Transportation Corporation (Citilink),,,,,,,,,,,,,
,,5044,A,DR,DO,9,12,0.0 ,300.0 ,254.5 ,23.4 ,21.7 ,43.6 ,352.9 
,,5044,A,MB,DO,23,36,"1,300.5 ","1,376.6 ","1,300.5 ",98.9 ,94.9 ,"1,510.5 ","5,112.2 "
,,,Total,,,32,48,"1,300.5 ","1,676.6 ","1,555.0 ",122.4 ,116.6 ,"1,554.1 ","5,465.1 "
IN,Gary Public Transportation Corporation (GPTC),,,,,,,,,,,,,
,,5045,A,MB,DO,23,27,"1,161.1 ","1,085.4 ",977.2 ,77.5 ,70.4 ,"1,288.6 ","2,978.8 "
IN,Greater Lafayette Public Transportation Corporation (CityBus),,,,,,,,,,,,,
,,5051,A,DR,DO,5,6,0.0 ,116.8 ,93.2 ,10.4 ,8.9 ,23.1 ,109.1 
,,5051,A,MB,DO,54,62,"1,328.5 ","1,475.0 ","1,327.7 ",118.0 ,109.0 ,"3,887.0 ","15,851.8 "
,,,Total,,,59,68,"1,328.5 ","1,591.8 ","1,420.9 ",128.4 ,117.9 ,"3,910.1 ","15,960.9 "
IN,Hammond Transit System (HTS),,,,,,,,,,,,,
,,5102,B,DR,PT,22,22,0.0 ,23.1 ,23.1 ,1.5 ,1.5 ,7.0 ,23.1 
,,5102,B,MB,PT,15,15,494.7 ,499.5 ,459.3 ,34.0 ,28.9 ,354.4 ,"1,533.1 "
,,,Total,,,37,37,494.7 ,522.6 ,482.5 ,35.5 ,30.3 ,361.4 ,"1,556.2 "
IN,Indianapolis and Marion County Public Transportation (IndyGo),,,,,,,,,,,,,
,,5050,B,DR,DO,29,34,0.0 ,"1,599.9 ",987.7 ,94.0 ,70.5 ,167.6 ,"1,528.2 "
,,5050,B,DR,PT,36,36,0.0 ,"1,603.8 ","1,021.3 ",94.2 ,72.9 ,141.8 ,"1,476.1 "
,,5050,B,MB,DO,132,154,"6,578.0 ","7,450.2 ","6,446.4 ",502.4 ,456.0 ,"10,929.5 ","53,022.7 "
,,5050,B,MB,PT,22,26,310.2 ,393.1 ,309.4 ,21.6 ,17.7 ,85.6 ,"1,455.4 "
,,,Total,,,219,250,"6,888.2 ","11,047.0 ","8,764.8 ",712.2 ,617.1 ,"11,324.6 ","57,482.3 "
IN,Metropolitan Evansville Transit System (METS),,,,,,,,,,,,,
,,5043,A,DR,DO,10,14,0.0 ,247.4 ,217.9 ,18.8 ,16.3 ,43.3 ,117.2 
,,5043,A,MB,DO,24,31,969.9 ,"1,150.0 ","1,048.8 ",95.6 ,85.2 ,"1,342.4 ","4,027.1 "
,,,Total,,,34,45,969.9 ,"1,397.4 ","1,266.7 ",114.4 ,101.5 ,"1,385.7 ","4,144.3 "
IN,Michigan Area Council of Governments (MACOG),,,,,,,,,,,,,
,,5149,B,DR,PT,40,40,0.0 ,402.9 ,383.0 ,26.6 ,26.0 ,165.7 ,458.3 
,,5149,B,MB,PT,7,10,461.5 ,522.9 ,462.6 ,34.4 ,32.1 ,93.4 ,612.5 
,,,Total,,,47,50,461.5 ,925.8 ,845.6 ,61.1 ,58.1 ,259.1 ,"1,070.7 "
IN,Muncie Indiana Transit System (MITS),,,,,,,,,,,,,
,,5054,A,DR,DO,9,9,0.0 ,358.9 ,303.5 ,29.7 ,26.1 ,79.5 ,278.9 
,,5054,A,MB,DO,25,25,831.9 ,896.8 ,831.9 ,69.5 ,61.0 ,"1,299.7 ","3,646.3 "
,,,Total,,,34,34,831.9 ,"1,255.8 ","1,135.4 ",99.2 ,87.1 ,"1,379.2 ","3,925.2 "
IN,North Township of Lake County Dial-A-Ride,,,,,,,,,,,,,
,,5103,A,DR,DO,4,5,0.0 ,81.6 ,48.4 ,7.8 ,6.8 ,15.1 ,93.1 
IN,Northern Indiana Commuter Transportation District (NICTD),,,,,,,,,,,,,
,,5104,A,CR,DO,66,66,"3,054.2 ","3,233.6 ","3,066.2 ",91.5 ,87.6 ,"3,573.6 ","97,915.8 "
IN,Northwest Indiana Community Action Corporation,,,,,,,,,,,,,
,,5048,E,DR,DO,34,37,0.0 ,"1,046.9 ",816.6 ,88.3 ,75.0 ,155.9 ,"1,901.6 "
IN,"Opportunity Enterprises, Inc. (OE)",,,,,,,,,,,,,
,,5131,E,DR,DO,29,29,0.0 ,418.6 ,344.4 ,40.1 ,33.3 ,112.5 ,"1,441.7 "
IN,South Bend Public Transportation Corporation (Transpo),,,,,,,,,,,,,
,,5052,A,DR,DO,6,8,0.0 ,185.1 ,157.3 ,13.9 ,12.1 ,30.8 ,205.1 
,,5052,A,MB,DO,45,54,"1,540.6 ","1,599.5 ","1,540.6 ",122.4 ,110.5 ,"2,517.2 ","7,954.4 "
,,,Total,,,51,62,"1,540.6 ","1,784.5 ","1,697.9 ",136.3 ,122.6 ,"2,548.0 ","8,159.5 "
IN,Terre Haute Transit Utility (THTU),,,,,,,,,,,,,
,,5053,A,DR,DO,4,5,0.0 ,75.3 ,75.3 ,9.0 ,9.0 ,13.8 ,73.5 
,,5053,A,MB,DO,6,9,223.6 ,228.9 ,225.6 ,27.1 ,26.4 ,148.6 ,223.6 
,,,Total,,,10,14,223.6 ,304.2 ,300.9 ,36.1 ,35.4 ,162.4 ,297.2 
KS,City of Lawrence - Lawrence Transit System,,,,,,,,,,,,,
,,7033,B,DR,PT,10,10,0.0 ,255.6 ,233.9 ,21.3 ,19.8 ,45.0 ,182.9 
,,7033,B,MB,PT,10,10,561.2 ,578.5 ,553.6 ,43.6 ,42.1 ,306.3 ,802.5 
,,,Total,,,20,20,561.2 ,834.1 ,787.5 ,64.9 ,62.0 ,351.3 ,985.5 
KS,"Johnson County Kansas, aka: Johnson County Transit (The Jo)",,,,,,,,,,,,,
,,7035,B,DR,PT,30,37,0.0 ,940.4 ,687.7 ,48.2 ,37.7 ,103.0 ,"1,123.0 "
,,7035,B,MB,PT,33,38,692.5 ,"1,140.4 ",692.5 ,53.5 ,38.9 ,316.8 ,"3,533.6 "
,,,Total,,,63,75,692.5 ,"2,080.9 ","1,380.2 ",101.7 ,76.6 ,419.8 ,"4,656.6 "
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),,,,,,,,,,,,,
,,7014,B,DR,DO,10,15,0.0 ,341.9 ,311.7 ,22.4 ,21.0 ,71.2 ,509.3 
,,7014,B,DR,PT,21,21,0.0 ,149.0 ,149.0 ,11.4 ,11.4 ,34.2 ,177.0 
,,7014,B,MB,DO,23,29,834.5 ,869.8 ,833.9 ,55.2 ,54.0 ,"1,212.6 ","4,123.0 "
,,,Total,,,54,65,834.5 ,"1,360.7 ","1,294.6 ",88.9 ,86.4 ,"1,318.0 ","4,809.3 "
KS,Wichita Transit (WT),,,,,,,,,,,,,
,,7015,B,DR,DO,16,20,0.0 ,746.8 ,639.2 ,40.5 ,34.8 ,81.4 ,640.8 
,,7015,B,DR,PT,16,16,0.0 ,"1,225.3 ","1,041.2 ",68.1 ,58.0 ,240.8 ,967.9 
,,7015,B,MB,DO,42,51,"1,513.5 ","1,734.5 ","1,513.5 ",116.2 ,106.0 ,"2,192.2 ","9,701.9 "
,,,Total,,,74,87,"1,513.5 ","3,706.6 ","3,194.0 ",224.7 ,198.9 ,"2,514.4 ","11,310.6 "
KY, Transit Authority of River City (TARC),,,,,,,,,,,,,
,,4018,B,DR,DO,9,10,0.0 ,140.2 ,122.0 ,10.9 ,9.5 ,41.0 ,529.4 
,,4018,B,DR,PT,74,78,0.0 ,"3,875.9 ","3,150.8 ",219.8 ,179.0 ,321.6 ,"2,707.9 "
,,4018,B,MB,DO,200,276,"7,204.4 ","7,949.3 ","7,203.5 ",603.2 ,571.9 ,"12,835.6 ","45,566.2 "
,,4018,B,MB,PT,8,8,235.5 ,251.2 ,235.5 ,16.5 ,15.5 ,65.2 ,238.2 
,,,Total,,,291,372,"7,440.0 ","12,216.5 ","10,711.8 ",850.4 ,775.9 ,"13,263.4 ","49,041.7 "
KY,Lexington Transit Authority (LexTran),,,,,,,,,,,,,
,,4017,B,DR,PT,12,14,0.0 ,670.2 ,611.2 ,48.4 ,44.4 ,87.7 ,522.0 
,,4017,B,MB,DO,40,46,"1,713.2 ","1,780.5 ","1,702.4 ",137.0 ,133.6 ,"3,835.1 ","12,800.7 "
,,,Total,,,52,60,"1,713.2 ","2,450.7 ","2,313.6 ",185.5 ,178.0 ,"3,922.8 ","13,322.7 "
KY,Transit Authority of Northern Kentucky (TANK),,,,,,,,,,,,,
,,4019,A,DR,DO,18,22,0.0 ,809.7 ,692.1 ,48.0 ,41.8 ,88.5 ,841.6 
,,4019,A,MB,DO,77,112,"2,776.7 ","3,536.1 ","2,776.7 ",226.0 ,191.8 ,"3,783.9 ","18,641.4 "
,,,Total,,,95,134,"2,776.7 ","4,345.8 ","3,468.8 ",274.0 ,233.6 ,"3,872.4 ","19,483.1 "
LA,Capital Transportation Corporation (CTC),,,,,,,,,,,,,
,,6022,B,DR,PT,7,11,0.0 ,534.0 ,482.3 ,26.4 ,24.4 ,72.1 ,650.8 
,,6022,B,MB,DO,47,48,"2,208.0 ","2,211.6 ","2,206.6 ",138.3 ,132.6 ,"4,359.2 ","12,703.7 "
,,6022,B,MB,PT,15,18,515.2 ,573.7 ,515.2 ,32.0 ,30.2 ,273.4 ,"1,475.1 "
,,,Total,,,69,77,"2,723.2 ","3,319.3 ","3,204.1 ",196.7 ,187.2 ,"4,704.7 ","14,829.6 "
LA,City of Alexandria (Atrans),,,,,,,,,,,,,
,,6025,A,DR,DO,3,4,0.0 ,103.0 ,98.4 ,7.4 ,6.8 ,14.3 ,62.3 
,,6025,A,MB,DO,8,11,407.3 ,412.8 ,407.3 ,29.6 ,29.3 ,658.4 ,"2,641.2 "
,,,Total,,,11,15,407.3 ,515.8 ,505.7 ,37.0 ,36.1 ,672.7 ,"2,703.5 "
LA,City of Monroe Transit System (MTS),,,,,,,,,,,,,
,,6026,A,DR,DO,2,3,0.0 ,64.5 ,27.0 ,7.3 ,5.1 ,7.6 ,31.5 
,,6026,A,MB,DO,24,24,642.8 ,659.2 ,642.8 ,49.4 ,48.5 ,691.3 ,"2,896.5 "
,,,Total,,,26,27,642.8 ,723.7 ,669.8 ,56.6 ,53.6 ,698.9 ,"2,928.0 "
LA,Crescent City Connection Division - Louisiana Department of Transportation (CCCD),,,,,,,,,,,,,
,,6020,C,FB,DO,5,6,52.3 ,45.0 ,45.0 ,23.0 ,23.0 ,"3,093.9 ","1,547.0 "
LA,Jefferson Parish Department of Transit Administration (Jet),,,,,,,,,,,,,
,,6088,B,DR,PT,16,19,0.0 ,526.9 ,470.6 ,51.4 ,46.5 ,85.7 ,679.6 
,,6088,B,MB,PT,52,62,"2,281.9 ","2,487.5 ","2,277.9 ",163.0 ,148.9 ,"4,113.9 ","19,213.4 "
,,,Total,,,68,81,"2,281.9 ","3,014.4 ","2,748.5 ",214.4 ,195.5 ,"4,199.5 ","19,893.0 "
LA,Lafayette Transit System (LTS),,,,,,,,,,,,,
,,6038,B,DR,PT,5,5,0.0 ,153.1 ,133.4 ,15.9 ,14.3 ,22.8 ,97.6 
,,6038,B,MB,DO,13,19,625.3 ,579.6 ,531.5 ,43.6 ,39.7 ,"1,044.7 ","4,810.7 "
,,,Total,,,18,24,625.3 ,732.7 ,664.9 ,59.5 ,54.0 ,"1,067.5 ","4,908.3 "
LA,New Orleans Regional Transit Authority (NORTA),,,,,,,,,,,,,
,,6032,A,DR,DO,62,69,0.0 ,"1,751.7 ","1,477.4 ",153.6 ,122.6 ,209.3 ,"1,678.5 "
,,6032,A,DR,PT,23,23,0.0 ,833.8 ,753.0 ,80.0 ,69.0 ,108.8 ,726.5 
,,6032,A,LR,DO,20,42,737.7 ,765.7 ,732.8 ,95.8 ,77.1 ,"6,340.2 ","13,475.2 "
,,6032,A,MB,DO,303,364,"10,958.7 ","11,542.1 ","10,939.8 ",915.3 ,772.4 ,"46,658.6 ","118,631.2 "
,,,Total,,,408,498,"11,696.3 ","14,893.3 ","13,902.9 ","1,244.7 ","1,041.0 ","53,316.9 ","134,511.5 "
LA,Shreveport Area Transit System (SporTran),,,,,,,,,,,,,
,,6024,B,DR,PT,8,11,0.0 ,405.3 ,289.0 ,27.9 ,11.7 ,30.6 ,291.4 
,,6024,B,MB,DO,37,46,"2,078.4 ","2,127.8 ","2,077.5 ",144.1 ,136.8 ,"2,861.7 ","13,162.4 "
,,,Total,,,45,57,"2,078.4 ","2,533.1 ","2,366.4 ",172.0 ,148.4 ,"2,892.3 ","13,453.9 "
LA,Terrebonne Parish Consolidated Government (Good Earth Transit),,,,,,,,,,,,,
,,6080,A,DR,DO,1,2,0.0 ,10.7 ,5.8 ,0.5 ,0.2 ,3.5 ,17.7 
,,6080,A,MB,DO,6,8,291.9 ,291.0 ,290.7 ,16.9 ,16.9 ,193.0 ,948.3 
,,,Total,,,7,10,291.9 ,301.7 ,296.6 ,17.5 ,17.1 ,196.5 ,966.0 
MA,Berkshire Regional Transit Authority (BRTA),,,,,,,,,,,,,
,,1007,B,DR,PT,53,43,0.0 ,184.8 ,184.8 ,189.7 ,189.7 ,50.2 ,184.8 
,,1007,B,MB,PT,16,16,812.8 ,838.6 ,812.3 ,43.3 ,43.3 ,485.1 ,812.3 
,,,Total,,,69,59,812.8 ,"1,023.4 ",997.1 ,233.0 ,233.0 ,535.3 ,997.1 
MA,Brockton Area Transit Authority (BAT),,,,,,,,,,,,,
,,1004,B,DR,PT,33,36,0.0 ,718.1 ,511.1 ,62.3 ,45.0 ,206.2 ,824.6 
,,1004,B,MB,PT,42,53,"1,552.0 ","1,551.1 ","1,376.6 ",126.8 ,112.9 ,"2,719.1 ","14,329.5 "
,,,Total,,,75,89,"1,552.0 ","2,269.2 ","1,887.7 ",189.2 ,157.9 ,"2,925.3 ","15,154.0 "
MA,Cape Ann Transportation Authority (CATA),,,,,,,,,,,,,
,,1053,B,DR,PT,7,11,0.0 ,193.8 ,169.9 ,15.8 ,14.1 ,34.4 ,169.0 
,,1053,B,MB,PT,16,20,324.9 ,375.4 ,324.9 ,25.3 ,22.8 ,276.9 ,"1,291.0 "
,,,Total,,,23,31,324.9 ,569.2 ,494.8 ,41.0 ,36.9 ,311.2 ,"1,460.0 "
MA,Cape Cod Regional Transit Authority (CCRTA),,,,,,,,,,,,,
,,1105,B,DR,PT,61,67,0.0 ,"2,452.6 ","2,452.6 ",142.1 ,142.1 ,330.1 ,"2,058.5 "
,,1105,B,MB,PT,20,20,940.0 ,938.2 ,848.4 ,53.5 ,48.8 ,323.0 ,"2,677.8 "
,,,Total,,,81,87,940.0 ,"3,390.8 ","3,301.0 ",195.6 ,190.9 ,653.1 ,"4,736.3 "
MA,Greater Attleboro-Taunton Regional Transit Authority (GATRA),,,,,,,,,,,,,
,,1064,B,DR,PT,48,58,0.0 ,"1,137.1 ",979.5 ,88.1 ,72.5 ,206.3 ,"1,398.5 "
,,1064,B,MB,PT,42,52,"2,136.7 ","2,243.4 ","2,136.8 ",102.7 ,96.7 ,738.2 ,"12,526.2 "
,,,Total,,,90,110,"2,136.7 ","3,380.5 ","3,116.3 ",190.8 ,169.2 ,944.4 ,"13,924.7 "
MA,Lowell Regional Transit Authority (LRTA),,,,,,,,,,,,,
,,1005,B,DR,PT,29,32,0.0 ,564.9 ,495.1 ,49.0 ,44.3 ,110.5 ,535.1 
,,1005,B,MB,DO,37,40,921.4 ,"1,027.1 ",909.0 ,86.7 ,78.7 ,"1,553.2 ","4,208.1 "
,,,Total,,,66,72,921.4 ,"1,591.9 ","1,404.1 ",135.7 ,122.9 ,"1,663.7 ","4,743.2 "
MA,Massachusetts Bay Transportation Authority (MBTA),,,,,,,,,,,,,
,,1003,B,CR,DO,391,457,"22,679.5 ","23,167.5 ","22,592.2 ",722.0 ,704.1 ,"40,570.1 ","792,662.5 "
,,1003,B,DR,PT,387,409,0.0 ,"11,282.6 ","9,515.3 ",912.1 ,691.4 ,"1,178.1 ","16,214.8 "
,,1003,B,FB,PT,12,14,492.7 ,502.2 ,492.7 ,39.2 ,38.5 ,"1,469.4 ","12,079.6 "
,,1003,B,HR,DO,320,408,"19,554.7 ","21,570.4 ","21,204.2 ",980.5 ,963.8 ,"150,159.5 ","537,032.5 "
,,1003,B,LR,DO,155,198,"5,786.4 ","5,741.0 ","5,730.7 ",382.7 ,382.0 ,"72,599.0 ","173,900.0 "
,,1003,B,MB,DO,770,917,"23,073.3 ","26,117.0 ","23,031.0 ","2,487.3 ","2,193.4 ","117,635.8 ","313,902.8 "
,,1003,B,MB,PT,77,107,"2,358.3 ","2,874.8 ","2,353.9 ",174.0 ,144.0 ,"1,400.1 ","20,561.6 "
,,1003,B,TB,DO,24,40,670.0 ,672.8 ,667.4 ,70.8 ,70.3 ,"3,593.3 ","8,402.1 "
,,,Total,,,"2,136","2,550","74,614.9 ","91,928.4 ","85,587.4 ","5,768.7 ","5,187.5 ","388,605.2 ","1,874,755.8 "
MA,Merrimack Valley Regional Transit Authority (MVRTA),,,,,,,,,,,,,
,,1013,B,DR,PT,13,17,0.0 ,463.7 ,463.7 ,34.6 ,34.5 ,66.7 ,463.7 
,,1013,B,MB,PT,30,33,"1,405.6 ","1,364.7 ","1,169.7 ",100.7 ,95.1 ,"1,354.8 ","5,188.7 "
,,,Total,,,43,50,"1,405.6 ","1,828.4 ","1,633.4 ",135.3 ,129.6 ,"1,421.4 ","5,652.4 "
MA,Montachusett Regional Transit Authority (MART),,,,,,,,,,,,,
,,1061,B,DR,PT,113,134,0.0 ,"1,565.9 ","1,565.9 ",110.7 ,110.7 ,331.2 ,"2,914.7 "
,,1061,B,MB,PT,29,32,"1,266.3 ","1,215.3 ","1,195.2 ",102.4 ,101.2 ,624.2 ,"3,732.8 "
,,,Total,,,142,166,"1,266.3 ","2,781.2 ","2,761.1 ",213.1 ,211.9 ,955.4 ,"6,647.5 "
MA,Pioneer Valley Transit Authority (PVTA),,,,,,,,,,,,,
,,1008,B,DR,PT,150,173,0.0 ,"3,749.0 ","3,421.8 ",303.1 ,276.7 ,464.8 ,"3,326.4 "
,,1008,B,MB,PT,158,190,"4,773.2 ","4,886.4 ","4,717.8 ",369.0 ,355.4 ,"10,458.4 ","36,048.3 "
,,,Total,,,308,363,"4,773.2 ","8,635.4 ","8,139.6 ",672.1 ,632.1 ,"10,923.2 ","39,374.7 "
MA,Southeastern Regional Transit Authority (SRTA),,,,,,,,,,,,,
,,1006,B,DR,PT,17,21,0.0 ,354.0 ,295.8 ,33.8 ,30.5 ,49.4 ,266.9 
,,1006,B,MB,PT,49,70,"1,386.1 ","1,457.9 ","1,385.3 ",109.4 ,104.9 ,"1,917.5 ","5,396.0 "
,,,Total,,,66,91,"1,386.1 ","1,811.9 ","1,681.2 ",143.2 ,135.4 ,"1,967.0 ","5,662.9 "
MA,Worcester Regional Transit Authority (WRTA),,,,,,,,,,,,,
,,1014,B,DR,DO,19,33,0.0 ,340.3 ,307.6 ,30.1 ,27.0 ,61.4 ,266.7 
,,1014,B,DR,PT,106,119,0.0 ,"1,485.7 ","1,352.0 ",109.2 ,99.4 ,228.4 ,"1,547.3 "
,,1014,B,MB,DO,43,52,"1,913.0 ","2,007.6 ","1,911.8 ",164.5 ,157.7 ,"3,938.9 ","9,741.1 "
,,1014,B,MB,PT,1,2,6.7 ,11.9 ,6.7 ,0.3 ,0.2 ,0.6 ,16.0 
,,,Total,,,169,206,"1,919.7 ","3,845.6 ","3,578.1 ",304.0 ,284.3 ,"4,229.2 ","11,571.1 "
MD,Annapolis Department of Transportation (Annapolis Transit),,,,,,,,,,,,,
,,3040,A,MB,DO,18,18,670.0 ,683.5 ,676.7 ,44.9 ,44.4 ,"1,350.0 ","4,732.9 "
MD,Harford Transit (HCTS),,,,,,,,,,,,,
,,3074,A,DR,DO,17,25,0.0 ,291.3 ,291.3 ,17.0 ,17.0 ,30.9 ,290.5 
,,3074,A,MB,DO,10,20,449.0 ,473.0 ,449.0 ,31.5 ,29.8 ,192.8 ,981.0 
,,,Total,,,27,45,449.0 ,764.3 ,740.3 ,48.5 ,46.8 ,223.7 ,"1,271.5 "
MD,Howard Transit (HT),,,,,,,,,,,,,
,,3048,D,DR,PT,20,24,0.0 ,678.3 ,678.3 ,35.8 ,35.8 ,89.6 ,530.1 
,,3048,D,MB,PT,22,28,"1,289.2 ","1,353.9 ","1,289.2 ",86.0 ,82.6 ,552.3 ,"3,972.5 "
,,,Total,,,42,52,"1,289.2 ","2,032.2 ","1,967.5 ",121.8 ,118.4 ,641.9 ,"4,502.6 "
MD,Maryland Transit Administration (MTA),,,,,,,,,,,,,
,,3034,C,CR,PT,115,153,"6,638.5 ","5,362.8 ","4,796.6 ",132.0 ,118.1 ,"6,334.8 ","193,541.8 "
,,3034,C,DR,DO,22,27,0.0 ,545.2 ,436.4 ,50.6 ,40.5 ,100.0 ,602.5 
,,3034,C,DR,PT,90,90,0.0 ,"4,375.3 ","4,113.4 ",290.7 ,260.4 ,548.3 ,"5,038.7 "
,,3034,C,HR,DO,54,100,"6,048.6 ","4,738.2 ","4,540.2 ",191.8 ,182.9 ,"13,196.4 ","55,736.0 "
,,3034,C,LR,DO,49,53,"4,731.5 ","2,811.7 ","2,781.1 ",179.2 ,176.9 ,"7,238.0 ","48,554.1 "
,,3034,C,MB,DO,633,740,"19,681.8 ","22,155.6 ","19,245.6 ","1,911.5 ","1,720.1 ","81,660.5 ","260,831.2 "
,,3034,C,MB,PT,191,191,"4,201.4 ","6,628.6 ","4,209.1 ",232.3 ,150.6 ,"2,577.6 ","72,714.0 "
,,,Total,,,"1,154","1,354","41,301.7 ","46,617.4 ","40,122.3 ","2,988.1 ","2,649.7 ","111,655.6 ","637,018.2 "
MD,Prince George's County Transit (TheBus),,,,,,,,,,,,,
,,3085,B,DR,DO,47,47,0.0 ,766.1 ,574.6 ,55.7 ,41.8 ,163.0 ,"7,935.6 "
,,3085,B,MB,PT,82,82,"2,104.3 ","2,518.3 ","2,083.0 ",182.3 ,162.5 ,"2,251.0 ","8,545.2 "
,,,Total,,,129,129,"2,104.3 ","3,284.4 ","2,657.5 ",237.9 ,204.3 ,"2,414.0 ","16,480.7 "
MD,Ride-On Montgomery County Transit,,,,,,,,,,,,,
,,3051,B,DR,PT,104,104,0.0 ,"5,118.8 ","5,118.8 ",323.5 ,323.5 ,365.8 ,"5,118.8 "
,,3051,B,MB,DO,198,242,"8,553.6 ","9,939.8 ","8,553.6 ",736.9 ,526.8 ,"19,861.5 ","61,353.6 "
,,3051,B,MB,PT,76,76,"2,645.4 ","2,771.0 ","2,645.4 ",201.0 ,153.4 ,"3,161.9 ","9,039.3 "
,,,Total,,,378,422,"11,199.0 ","17,829.6 ","16,317.8 ","1,261.4 ","1,003.8 ","23,389.2 ","75,511.7 "
MD,Transit Services of Frederick County,,,,,,,,,,,,,
,,3072,A,DR,DO,19,25,0.0 ,409.2 ,372.0 ,28.3 ,26.6 ,57.5 ,587.2 
,,3072,A,MB,DO,13,22,379.8 ,447.3 ,379.8 ,36.6 ,34.4 ,316.4 ,"1,768.8 "
,,,Total,,,32,47,379.8 ,856.5 ,751.8 ,65.0 ,61.0 ,373.9 ,"2,356.0 "
