State,Name,ID,Org / Type,Mode,TOS, VOMS,Service Supplied (in 000's),,,,,,Unlinked Passenger Trips,
,,5110,B,MB,DO,26,36,788.1 ,822.4 ,788.1 ,77.4 ,74.1 ,"1,963.9 ","6,087.5 "
,,,Total,,,32,42,788.1 ,"1,010.7 ",891.7 ,95.1 ,83.8 ,"1,993.7 ","6,181.4 "
IN,City of Anderson Transportation System (CATS),,,,,,,,,,,,,
,,5041,A,DR,DO,9,9,0.0 ,235.9 ,229.0 ,19.3 ,17.8 ,44.4 ,213.3 
,,5041,A,MB,DO,7,0,247.2 ,255.2 ,247.2 ,22.2 ,20.3 ,167.1 ,855.4 
,,,Total,,,16,9,247.2 ,491.1 ,476.2 ,41.5 ,38.1 ,211.5 ,"1,068.7 "
IN,City of Kokomo,,,,,,,,,,,,,
,,5145,B,DR,DO,12,12,0.0 ,210.1 ,210.1 ,14.9 ,14.9 ,44.2 ,160.0 
,,5145,B,DR,PT,15,15,0.0 ,101.7 ,101.7 ,7.3 ,7.3 ,49.9 ,126.4 
,,,Total,,,27,27,0.0 ,311.9 ,311.9 ,22.2 ,22.2 ,94.1 ,286.4 
IN,East Chicago Transit (ECT),,,,,,,,,,,,,
,,5042,A,DR,DO,3,3,0.0 ,35.4 ,22.4 ,4.1 ,3.5 ,7.1 ,38.4 
,,5042,A,MB,DO,6,6,214.7 ,195.4 ,202.0 ,14.2 ,13.7 ,272.5 ,202.0 
,,,Total,,,9,9,214.7 ,230.9 ,224.5 ,18.3 ,17.3 ,279.6 ,240.4 
IN,Fort Wayne Public Transportation Corporation (Citilink),,,,,,,,,,,,,
,,5044,A,DR,DO,9,12,0.0 ,295.9 ,274.8 ,23.4 ,21.7 ,42.2 ,341.5 
,,5044,A,MB,DO,23,36,"1,300.4 ","1,376.1 ","1,300.4 ",98.9 ,94.9 ,"1,393.5 ","4,714.8 "
,,,Total,,,32,48,"1,300.4 ","1,671.9 ","1,575.2 ",122.4 ,116.6 ,"1,435.6 ","5,056.3 "
IN,Gary Public Transportation Corporation (GPTC),,,,,,,,,,,,,
,,5045,A,MB,DO,23,23,"1,240.9 ","1,095.4 ","1,039.4 ",79.6 ,75.9 ,"1,304.1 ","3,064.6 "
IN,Greater Lafayette Public Transportation Corporation (CityBus),,,,,,,,,,,,,
,,5051,D,DR,DO,5,9,0.0 ,128.3 ,108.1 ,11.7 ,10.2 ,26.2 ,116.8 
,,5051,D,MB,DO,48,57,"1,287.8 ","1,373.9 ","1,286.5 ",118.4 ,112.9 ,"3,518.8 ","14,350.1 "
,,,Total,,,53,66,"1,287.8 ","1,502.1 ","1,394.5 ",130.1 ,123.1 ,"3,545.0 ","14,466.9 "
IN,Hammond Transit System (HTS),,,,,,,,,,,,,
,,5102,B,DR,PT,22,22,0.0 ,21.7 ,21.7 ,1.3 ,1.3 ,6.4 ,21.7 
,,5102,B,MB,PT,11,17,428.3 ,460.2 ,428.3 ,33.1 ,28.5 ,333.3 ,"1,442.1 "
,,,Total,,,33,39,428.3 ,481.9 ,450.0 ,34.4 ,29.8 ,339.7 ,"1,463.7 "
IN,Indianapolis Public Transportation Corporation (IndyGo),,,,,,,,,,,,,
,,5050,B,DR,DO,24,31,0.0 ,"1,513.9 ","1,232.1 ",89.4 ,61.7 ,155.6 ,"1,433.7 "
,,5050,B,DR,PT,30,38,0.0 ,"1,764.4 ","1,474.3 ",100.6 ,81.0 ,159.5 ,"1,647.6 "
,,5050,B,MB,DO,112,132,"5,865.1 ","6,467.8 ","5,757.7 ",427.9 ,397.3 ,"9,654.3 ","46,650.5 "
,,5050,B,MB,PT,16,19,528.1 ,640.6 ,515.2 ,41.2 ,34.2 ,278.1 ,"3,587.8 "
,,,Total,,,182,220,"6,393.1 ","10,386.7 ","8,979.2 ",659.0 ,574.1 ,"10,247.5 ","53,319.6 "
IN,Metropolitan Evansville Transit System (METS),,,,,,,,,,,,,
,,5043,A,DR,DO,9,15,0.0 ,247.9 ,217.2 ,18.6 ,15.5 ,43.4 ,116.8 
,,5043,A,MB,DO,24,31,972.6 ,"1,147.0 ","1,051.5 ",95.1 ,84.6 ,"1,342.4 ","4,027.1 "
,,,Total,,,33,46,972.6 ,"1,394.9 ","1,268.7 ",113.6 ,100.1 ,"1,385.8 ","4,143.9 "
IN,Michigan Area Council of Governments (MACOG),,,,,,,,,,,,,
,,5149,B,DR,PT,37,37,0.0 ,437.4 ,415.8 ,28.6 ,27.9 ,174.7 ,482.9 
,,5149,B,MB,PT,7,7,372.9 ,415.0 ,372.9 ,23.9 ,22.6 ,89.1 ,570.6 
,,,Total,,,44,44,372.9 ,852.4 ,788.7 ,52.5 ,50.5 ,263.8 ,"1,053.5 "
IN,Muncie Indiana Transit System (MITS),,,,,,,,,,,,,
,,5054,A,DR,DO,9,14,0.0 ,337.1 ,296.7 ,29.3 ,25.8 ,76.5 ,266.3 
,,5054,A,MB,DO,25,33,828.9 ,896.0 ,828.9 ,70.8 ,61.5 ,"1,287.7 ","3,579.9 "
,,,Total,,,34,47,828.9 ,"1,233.1 ","1,125.6 ",100.1 ,87.2 ,"1,364.3 ","3,846.2 "
IN,Northern Indiana Commuter Transportation District (NICTD),,,,,,,,,,,,,
,,5104,A,CR,DO,68,66,"3,158.9 ","3,154.2 ","2,988.2 ",89.2 ,85.4 ,"3,590.1 ","98,367.6 "
IN,Northwest Indiana Community Action Corporation,,,,,,,,,,,,,
,,5048,E,DR,DO,37,37,0.0 ,705.9 ,598.6 ,71.9 ,61.8 ,147.1 ,"1,544.1 "
IN,"Opportunity Enterprises, Inc. (OE)",,,,,,,,,,,,,
,,5131,E,DR,DO,26,26,0.0 ,441.6 ,357.3 ,42.1 ,34.8 ,118.3 ,"1,548.7 "
IN,South Bend Public Transportation Corporation (Transpo),,,,,,,,,,,,,
,,5052,A,DR,DO,6,8,0.0 ,170.7 ,146.8 ,13.0 ,11.1 ,29.9 ,196.7 
,,5052,A,MB,DO,44,56,"1,656.4 ","1,730.1 ","1,656.4 ",120.9 ,106.0 ,"2,577.1 ","8,156.2 "
,,,Total,,,50,64,"1,656.4 ","1,900.8 ","1,803.2 ",133.9 ,117.2 ,"2,607.0 ","8,352.9 "
IN,Terre Haute Transit Utility,,,,,,,,,,,,,
,,5053,A,DR,DO,3,3,0.0 ,67.0 ,64.0 ,7.0 ,6.0 ,14.3 ,65.0 
,,5053,A,MB,DO,6,9,222.5 ,227.8 ,224.5 ,26.8 ,26.0 ,147.6 ,215.1 
,,,Total,,,9,12,222.5 ,294.8 ,288.5 ,33.8 ,32.0 ,161.8 ,280.1 
KS,City of Lawrence - Lawrence Transit System (Lawrence Transit System),,,,,,,,,,,,,
,,7033,B,DR,PT,10,10,0.0 ,253.0 ,230.2 ,20.9 ,19.3 ,45.5 ,192.9 
,,7033,B,MB,PT,12,12,561.2 ,581.8 ,557.4 ,43.7 ,42.1 ,277.5 ,"1,074.9 "
,,,Total,,,22,22,561.2 ,834.8 ,787.6 ,64.5 ,61.4 ,322.9 ,"1,267.8 "
KS,"Johnson County Kansas, aka: Johnson County Transit (The Jo)",,,,,,,,,,,,,
,,7035,B,DR,PT,32,38,0.0 ,"1,001.4 ",724.9 ,48.8 ,36.9 ,110.8 ,"1,206.5 "
,,7035,B,MB,PT,32,37,668.4 ,"1,136.1 ",668.4 ,50.1 ,35.5 ,305.2 ,"3,473.0 "
,,,Total,,,64,75,668.4 ,"2,137.5 ","1,393.4 ",99.0 ,72.4 ,415.9 ,"4,679.5 "
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),,,,,,,,,,,,,
,,7014,B,DR,DO,10,15,0.0 ,312.5 ,312.5 ,19.9 ,19.9 ,57.2 ,415.3 
,,7014,B,DR,PT,21,22,0.0 ,150.0 ,150.0 ,12.0 ,12.0 ,35.0 ,183.7 
,,7014,B,MB,DO,21,29,834.0 ,869.8 ,834.0 ,54.6 ,53.4 ,"1,237.8 ","4,950.7 "
,,,Total,,,52,66,834.0 ,"1,332.2 ","1,296.5 ",86.4 ,85.3 ,"1,330.0 ","5,549.7 "
KS,Wichita Transit (WT),,,,,,,,,,,,,
,,7015,B,DR,DO,16,16,0.0 ,701.3 ,642.0 ,49.3 ,45.4 ,82.3 ,436.1 
,,7015,B,DR,PT,16,16,0.0 ,"1,296.5 ","1,296.5 ",78.0 ,78.0 ,221.8 ,"1,175.4 "
,,7015,B,MB,DO,47,51,113.3 ,"1,736.2 ","1,577.9 ",113.3 ,108.6 ,"2,181.5 ","9,840.2 "
,,,Total,,,79,83,113.3 ,"3,734.0 ","3,516.4 ",240.7 ,232.1 ,"2,485.5 ","11,451.7 "
KY,Transit Authority Lexington- Fayette Urban County Government (LexTran),,,,,,,,,,,,,
,,4017,B,DR,PT,12,14,0.0 ,616.4 ,557.0 ,45.1 ,41.3 ,86.0 ,511.6 
,,4017,B,MB,DO,40,46,"1,725.3 ","1,792.9 ","1,714.5 ",138.0 ,134.3 ,"3,467.5 ","11,786.4 "
,,,Total,,,52,60,"1,725.3 ","2,409.3 ","2,271.5 ",183.1 ,175.6 ,"3,553.5 ","12,298.0 "
KY,Transit Authority of Northern Kentucky (TANK),,,,,,,,,,,,,
,,4019,A,DR,DO,14,22,0.0 ,757.3 ,641.5 ,46.5 ,40.4 ,80.7 ,588.2 
,,4019,A,MB,DO,94,94,"3,410.8 ","4,189.9 ","3,410.8 ",253.3 ,222.7 ,"4,201.1 ","21,701.4 "
,,,Total,,,108,116,"3,410.8 ","4,947.3 ","4,052.2 ",299.8 ,263.1 ,"4,281.8 ","22,289.6 "
KY,Transit Authority of River City (TARC),,,,,,,,,,,,,
,,4018,B,DR,DO,9,9,0.0 ,164.1 ,142.8 ,11.8 ,10.2 ,44.1 ,631.8 
,,4018,B,DR,PT,74,75,0.0 ,"4,193.5 ","3,327.0 ",223.3 ,187.4 ,330.3 ,"2,962.7 "
,,4018,B,MB,DO,200,268,"7,257.1 ","7,962.0 ","7,184.5 ",605.7 ,573.3 ,"14,584.3 ","47,422.0 "
,,4018,B,MB,PT,8,8,232.0 ,251.6 ,232.0 ,15.3 ,12.5 ,63.3 ,215.0 
,,,Total,,,291,360,"7,489.1 ","12,571.2 ","10,886.3 ",856.0 ,783.4 ,"15,021.9 ","51,231.4 "
LA,Capital Transportation Corporation (CTC),,,,,,,,,,,,,
,,6022,B,DR,PT,7,11,0.0 ,530.4 ,479.0 ,25.9 ,23.9 ,68.2 ,668.7 
,,6022,B,MB,DO,47,48,"2,296.3 ","2,299.9 ","2,294.9 ",143.7 ,137.8 ,"5,267.2 ","14,823.2 "
,,6022,B,MB,PT,12,18,619.2 ,689.7 ,619.2 ,43.8 ,41.6 ,322.2 ,"1,482.5 "
,,,Total,,,66,77,"2,915.5 ","3,520.0 ","3,393.0 ",213.4 ,203.4 ,"5,657.6 ","16,974.4 "
LA,City of Alexandria (Atrans),,,,,,,,,,,,,
,,6025,A,DR,DO,2,3,0.0 ,100.9 ,96.1 ,6.4 ,5.8 ,13.3 ,55.4 
,,6025,A,MB,DO,8,11,405.4 ,410.7 ,405.4 ,29.6 ,29.3 ,670.6 ,"2,620.0 "
,,,Total,,,10,14,405.4 ,511.5 ,501.4 ,36.0 ,35.1 ,683.9 ,"2,675.4 "
LA,City of Lafayette Transit (LTS),,,,,,,,,,,,,
,,6038,A,DR,PT,5,5,0.0 ,145.8 ,140.1 ,17.4 ,16.9 ,22.6 ,100.9 
,,6038,A,MB,DO,13,19,535.0 ,504.2 ,495.6 ,41.4 ,40.7 ,"1,027.6 ","4,761.3 "
,,,Total,,,18,24,535.0 ,650.0 ,635.7 ,58.8 ,57.6 ,"1,050.2 ","4,862.2 "
LA,City of Monroe Transit System (MTS),,,,,,,,,,,,,
,,6026,A,DR,DO,2,2,0.0 ,69.1 ,28.0 ,7.1 ,4.2 ,6.4 ,27.4 
,,6026,A,MB,DO,15,19,637.4 ,673.3 ,632.9 ,45.7 ,47.3 ,667.2 ,512.9 
,,,Total,,,17,21,637.4 ,742.4 ,660.9 ,52.9 ,51.5 ,673.6 ,540.3 
LA,Crescent City Connection Division - Louisiana Department of Transportation (CCCD),,,,,,,,,,,,,
,,6020,C,FB,DO,6,6,52.3 ,44.9 ,44.9 ,23.0 ,23.0 ,"3,130.8 ","1,565.4 "
LA,Jefferson Parish Department of Transit Administration (Jet),,,,,,,,,,,,,
,,6088,B,DR,PT,16,18,0.0 ,472.5 ,456.1 ,50.4 ,45.6 ,78.9 ,576.3 
,,6088,B,MB,PT,53,66,"2,280.6 ","2,485.7 ","2,276.3 ",162.1 ,148.6 ,"3,992.0 ","18,646.4 "
,,,Total,,,69,84,"2,280.6 ","2,958.1 ","2,732.4 ",212.6 ,194.2 ,"4,070.8 ","19,222.7 "
LA,New Orleans Regional Transit Authority (NORTA),,,,,,,,,,,,,
,,6032,A,DR,DO,40,40,0.0 ,878.0 ,764.9 ,84.3 ,69.8 ,145.1 ,"1,281.7 "
,,6032,A,DR,PT,28,28,0.0 ,841.2 ,779.6 ,85.3 ,74.7 ,130.7 ,936.2 
,,6032,A,LR,DO,43,43,656.5 ,681.2 ,648.2 ,93.7 ,77.2 ,"5,370.2 ","12,531.8 "
,,6032,A,MB,DO,364,364,"11,937.4 ","12,449.7 ","11,836.0 ","1,005.0 ",845.5 ,"48,297.5 ","106,727.5 "
,,,Total,,,475,475,"12,593.9 ","14,850.1 ","14,028.7 ","1,268.4 ","1,067.2 ","53,943.5 ","121,477.2 "
LA,Shreveport Area Transit System (SporTran),,,,,,,,,,,,,
,,6024,B,DR,PT,8,11,0.0 ,400.4 ,274.5 ,27.5 ,11.1 ,28.7 ,272.7 
,,6024,B,MB,DO,37,45,"2,069.6 ","2,111.1 ","2,068.0 ",143.6 ,136.9 ,"3,504.9 ","16,123.3 "
,,,Total,,,45,56,"2,069.6 ","2,511.5 ","2,342.5 ",171.1 ,148.0 ,"3,533.5 ","16,395.9 "
LA,Terrebonne Parish Consolidated Government (Good Earth Transit),,,,,,,,,,,,,
,,6080,A,DR,DO,1,2,0.0 ,10.2 ,5.3 ,0.6 ,0.2 ,2.1 ,12.4 
,,6080,A,MB,DO,6,8,284.5 ,286.0 ,281.1 ,17.3 ,16.3 ,203.4 ,"1,102.8 "
,,,Total,,,7,10,284.5 ,296.2 ,286.4 ,17.9 ,16.6 ,205.5 ,"1,115.1 "
MA,Berkshire Regional Transit Authority (BRTA),,,,,,,,,,,,,
,,1007,B,DR,PT,60,60,0.0 ,93.0 ,93.0 ,29.6 ,29.6 ,25.2 ,93.0 
,,1007,B,MB,PT,16,16,811.5 ,877.6 ,811.1 ,42.9 ,42.9 ,504.1 ,811.1 
,,,Total,,,76,76,811.5 ,970.6 ,904.1 ,72.4 ,72.4 ,529.2 ,904.1 
MA,Brockton Area Transit Authority (BAT),,,,,,,,,,,,,
,,1004,B,DR,PT,33,36,0.0 ,621.7 ,598.4 ,53.5 ,51.5 ,222.9 ,891.5 
,,1004,B,MB,PT,47,53,"1,520.0 ","1,519.5 ","1,394.1 ",116.9 ,107.3 ,"3,064.6 ","16,141.5 "
,,,Total,,,80,89,"1,520.0 ","2,141.2 ","1,992.4 ",170.4 ,158.8 ,"3,287.5 ","17,032.9 "
MA,Cape Ann Transportation Authority (CATA),,,,,,,,,,,,,
,,1053,B,DR,PT,11,11,0.0 ,195.0 ,170.6 ,14.0 ,12.3 ,42.2 ,170.6 
,,1053,B,MB,PT,20,20,348.0 ,396.4 ,348.0 ,25.2 ,22.8 ,365.4 ,"1,717.3 "
,,,Total,,,31,31,348.0 ,591.5 ,518.6 ,39.2 ,35.0 ,407.6 ,"1,887.9 "
MA,Cape Cod Regional Transit Authority (CCRTA),,,,,,,,,,,,,
,,1105,B,DR,PT,61,67,0.0 ,"2,668.2 ","2,668.2 ",157.8 ,157.8 ,431.5 ,"2,688.4 "
,,1105,B,MB,PT,30,39,"1,013.6 ","1,013.4 ",921.3 ,55.8 ,50.8 ,357.3 ,"2,965.6 "
,,,Total,,,91,106,"1,013.6 ","3,681.6 ","3,589.5 ",213.7 ,208.6 ,788.8 ,"5,653.9 "
MA,Greater Attleboro-Taunton Regional Transit Authority (GATRA),,,,,,,,,,,,,
,,1064,B,DR,PT,54,61,0.0 ,"1,186.9 ","1,036.8 ",88.6 ,74.8 ,221.8 ,"1,674.4 "
,,1064,B,MB,PT,43,52,"2,468.7 ","2,479.6 ","2,374.1 ",107.6 ,102.0 ,827.8 ,"14,750.9 "
,,,Total,,,97,113,"2,468.7 ","3,666.6 ","3,410.9 ",196.2 ,176.7 ,"1,049.6 ","16,425.3 "
MA,Lowell Regional Transit Authority (LRTA),,,,,,,,,,,,,
,,1005,B,DR,PT,32,32,0.0 ,614.6 ,534.6 ,48.8 ,44.1 ,123.6 ,553.6 
,,1005,B,MB,DO,37,40,907.7 ,"1,020.7 ",905.5 ,94.1 ,86.1 ,"1,690.0 ","4,046.7 "
,,,Total,,,69,72,907.7 ,"1,635.3 ","1,440.1 ",142.9 ,130.2 ,"1,813.6 ","4,600.3 "
MA,Massachusetts Bay Transportation Authority (MBTA),,,,,,,,,,,,,
,,1003,B,CR,DO,376,439,"22,768.0 ","23,250.6 ","22,694.2 ",709.9 ,692.9 ,"39,266.9 ","764,774.6 "
,,1003,B,DR,PT,376,389,0.0 ,"10,471.0 ","8,831.0 ",934.3 ,659.2 ,"1,097.1 ","15,012.6 "
,,1003,B,FB,PT,12,14,174.7 ,183.1 ,174.7 ,22.8 ,22.1 ,"1,365.3 ","10,385.7 "
,,1003,B,HR,DO,320,408,"19,498.8 ","21,163.9 ","20,801.6 ",962.0 ,945.5 ,"161,282.4 ","562,184.0 "
,,1003,B,LR,DO,155,199,"5,573.5 ","5,700.5 ","5,689.1 ",380.0 ,379.3 ,"73,762.9 ","172,709.3 "
,,1003,B,MB,DO,775,902,"23,133.8 ","27,261.7 ","24,096.8 ","2,596.3 ","2,294.9 ","107,216.5 ","267,746.0 "
,,1003,B,MB,PT,88,141,"2,263.1 ","2,879.1 ","2,267.8 ",188.7 ,155.9 ,"1,475.3 ","22,423.2 "
,,1003,B,TB,DO,24,24,670.4 ,684.5 ,676.6 ,72.1 ,71.2 ,"3,509.4 ","7,944.4 "
,,,Total,,,"2,126","2,516","74,082.3 ","91,594.3 ","85,231.8 ","5,866.1 ","5,221.1 ","388,975.8 ","1,823,179.9 "
MA,Merrimack Valley Regional Transit Authority (MVRTA),,,,,,,,,,,,,
,,1013,B,DR,PT,24,35,0.0 ,393.1 ,393.1 ,56.2 ,56.2 ,76.4 ,393.1 
,,1013,B,MB,PT,41,43,"1,512.1 ","1,511.1 ","1,208.9 ",107.9 ,86.4 ,"1,250.6 ","4,789.9 "
,,,Total,,,65,78,"1,512.1 ","1,904.3 ","1,602.1 ",164.1 ,142.5 ,"1,327.0 ","5,183.1 "
MA,Montachusett Regional Transit Authority (MART),,,,,,,,,,,,,
,,1061,B,DR,PT,77,134,0.0 ,"1,561.6 ","1,561.6 ",106.4 ,106.4 ,348.8 ,"2,969.4 "
,,1061,B,MB,PT,22,32,994.9 ,"1,023.2 ",994.4 ,82.0 ,80.1 ,619.2 ,"4,225.6 "
,,,Total,,,99,166,994.9 ,"2,584.8 ","2,556.0 ",188.4 ,186.5 ,968.0 ,"7,195.0 "
MA,Pioneer Valley Transit Authority (PVTA),,,,,,,,,,,,,
,,1008,B,DR,PT,148,148,0.0 ,"4,527.9 ","4,138.1 ",305.7 ,279.4 ,527.7 ,"3,776.4 "
,,1008,B,MB,PT,156,190,"4,984.0 ","5,155.2 ","4,984.0 ",401.6 ,381.9 ,"10,298.6 ","30,669.7 "
,,,Total,,,304,338,"4,984.0 ","9,683.1 ","9,122.0 ",707.3 ,661.3 ,"10,826.3 ","34,446.2 "
MA,Southeastern Regional Transit Authority (SRTA),,,,,,,,,,,,,
,,1006,B,DR,PT,20,29,0.0 ,434.3 ,373.5 ,29.4 ,24.7 ,75.0 ,430.6 
,,1006,B,MB,PT,52,66,"1,411.1 ","1,488.2 ","1,411.1 ",120.9 ,116.4 ,"2,270.8 ","6,933.5 "
,,,Total,,,72,95,"1,411.1 ","1,922.5 ","1,784.6 ",150.3 ,141.1 ,"2,345.8 ","7,364.1 "
MA,Worcester Regional Transit Authority (WRTA),,,,,,,,,,,,,
,,1014,B,DR,DO,20,41,0.0 ,351.3 ,317.7 ,35.3 ,31.8 ,58.1 ,252.5 
,,1014,B,DR,PT,119,131,0.0 ,"1,665.1 ","1,515.2 ",125.8 ,114.5 ,250.4 ,"1,696.7 "
,,1014,B,MB,DO,43,55,"2,081.4 ","2,193.0 ","2,079.2 ",177.8 ,170.5 ,"4,687.7 ","11,597.2 "
,,1014,B,MB,PT,1,3,30.1 ,42.0 ,30.1 ,1.3 ,1.0 ,2.8 ,72.0 
,,,Total,,,183,230,"2,111.5 ","4,251.4 ","3,942.2 ",340.2 ,317.8 ,"4,999.0 ","13,618.4 "
MD,Annapolis Department of Transportation (Annapolis Transit),,,,,,,,,,,,,
,,3040,A,MB,DO,18,18,516.9 ,527.3 ,522.1 ,32.7 ,32.3 ,"1,211.0 ","4,245.8 "
MD,Harford County Transportation Services (HCTS),,,,,,,,,,,,,
,,3074,A,DR,DO,13,22,0.0 ,333.9 ,333.9 ,19.8 ,19.8 ,36.8 ,330.8 
,,3074,A,MB,DO,9,15,338.2 ,362.3 ,338.2 ,24.3 ,22.5 ,143.5 ,730.5 
,,,Total,,,22,37,338.2 ,696.2 ,672.2 ,44.0 ,42.3 ,180.3 ,"1,061.3 "
MD,Howard Area Transit Service (HATS),,,,,,,,,,,,,
,,3048,D,DR,PT,23,23,0.0 ,701.2 ,701.2 ,53.0 ,53.0 ,119.2 ,691.4 
,,3048,D,MB,PT,19,19,859.9 ,914.2 ,859.9 ,72.0 ,69.1 ,415.3 ,"2,325.9 "
,,,Total,,,42,42,859.9 ,"1,615.4 ","1,561.1 ",125.0 ,122.0 ,534.5 ,"3,017.3 "
MD,"Mass Transit Administration, Maryland Dept of Transportation (MTA)",,,,,,,,,,,,,
,,3034,C,CR,PT,110,156,"6,736.4 ","5,220.2 ","4,582.7 ",129.9 ,114.1 ,"5,955.1 ","182,228.2 "
,,3034,C,DR,DO,18,27,0.0 ,529.7 ,409.9 ,50.9 ,39.4 ,90.1 ,540.9 
,,3034,C,DR,PT,90,90,0.0 ,"4,441.6 ","4,117.2 ",302.3 ,272.0 ,537.6 ,"4,102.6 "
,,3034,C,HR,DO,66,100,"5,922.1 ","4,779.7 ","4,579.8 ",193.4 ,184.5 ,"14,239.9 ","63,736.3 "
,,3034,C,LR,DO,49,53,"4,721.2 ","2,663.2 ","2,634.9 ",162.1 ,160.1 ,"8,794.6 ","56,647.0 "
,,3034,C,MB,DO,634,845,"19,486.5 ","22,521.1 ","19,582.2 ","1,933.8 ","1,735.6 ","84,044.7 ","261,604.2 "
,,3034,C,MB,PT,165,165,"3,437.0 ","5,435.4 ","3,441.2 ",208.8 ,132.3 ,"2,016.6 ","60,851.1 "
,,,Total,,,"1,132","1,436","40,303.1 ","45,590.9 ","39,347.9 ","2,981.2 ","2,637.9 ","115,678.7 ","629,710.2 "
MD,Ride-On Montgomery County Government,,,,,,,,,,,,,
,,3051,B,DR,PT,104,115,0.0 ,"4,940.8 ","4,940.8 ",307.2 ,307.2 ,352.0 ,"4,940.8 "
,,3051,B,MB,DO,198,241,"8,338.1 ","9,527.9 ","8,457.1 ",697.7 ,498.8 ,"19,510.8 ","60,323.1 "
,,3051,B,MB,PT,76,76,"1,312.9 ","1,401.9 ","1,312.9 ",215.4 ,194.4 ,"3,137.3 ","8,530.6 "
,,,Total,,,378,432,"9,651.1 ","15,870.6 ","14,710.8 ","1,220.3 ","1,000.3 ","23,000.1 ","73,794.4 "
MD,Transit Services of Frederick County,,,,,,,,,,,,,
,,3072,A,DR,DO,25,25,0.0 ,447.3 ,377.5 ,24.7 ,23.4 ,77.3 ,789.5 
,,3072,A,MB,DO,13,13,27.0 ,372.1 ,348.4 ,27.0 ,26.2 ,235.9 ,"1,318.7 "
,,,Total,,,38,38,27.0 ,819.4 ,725.8 ,51.7 ,49.6 ,313.2 ,"2,108.3 "
MD,Washington County Transportation Department,,,,,,,,,,,,,
,,3042,A,MB,DO,16,16,488.3 ,494.9 ,488.3 ,33.6 ,31.3 ,299.2 ,388.2 
ME,Casco Bay Island Transit District (CBITD),,,,,,,,,,,,,
,,1088,A,FB,DO,4,5,71.3 ,71.9 ,71.6 ,15.0 ,15.0 ,972.3 ,"3,208.6 "
ME,City of Bangor - BAT Community Connector,,,,,,,,,,,,,
,,1096,B,DR,PT,1,1,0.0 ,3.6 ,3.6 ,0.2 ,0.2 ,0.6 ,3.6 
,,1096,B,MB,DO,10,14,460.0 ,463.5 ,451.4 ,28.7 ,27.9 ,520.1 ,"1,990.9 "
,,,Total,,,11,15,460.0 ,467.1 ,454.9 ,28.9 ,28.1 ,520.7 ,"1,994.4 "
ME,Greater Portland Transit District (Metro),,,,,,,,,,,,,
,,1016,A,MB,DO,24,29,790.7 ,797.8 ,790.7 ,69.5 ,68.4 ,"1,306.1 ","3,889.5 "
ME,"The Regional Transportation Program, Inc.",,,,,,,,,,,,,
,,1069,D,DR,DO,32,32,0.0 ,839.3 ,574.7 ,67.4 ,40.5 ,179.7 ,"2,396.4 "
ME,"Western Maine Transportation Services, Inc. (WMTS)",,,,,,,,,,,,,
,,1098,E,DR,DO,20,28,0.0 ,545.6 ,512.9 ,44.0 ,42.2 ,132.2 ,758.1 
,,1098,E,MB,DO,6,8,169.3 ,168.0 ,163.7 ,11.9 ,11.7 ,122.2 ,305.6 
,,,Total,,,26,36,169.3 ,713.6 ,676.6 ,55.9 ,53.9 ,254.4 ,"1,063.6 "
MI,Ann Arbor Transportation Authority (AATA),,,,,,,,,,,,,
,,5040,B,DR,DO,5,8,0.0 ,126.0 ,115.5 ,14.3 ,13.8 ,22.2 ,114.1 
,,5040,B,DR,PT,30,35,0.0 ,"1,368.0 ","1,326.6 ",93.4 ,90.1 ,224.1 ,658.8 
,,5040,B,MB,DO,60,68,"2,507.6 ","2,674.6 ","2,507.3 ",192.4 ,184.6 ,"4,229.5 ","13,703.6 "
,,,Total,,,95,111,"2,507.6 ","4,168.6 ","3,949.3 ",300.1 ,288.4 ,"4,475.8 ","14,476.4 "
MI,Battle Creek Transit (BCT),,,,,,,,,,,,,
,,5030,A,DR,DO,9,11,0.0 ,253.6 ,240.3 ,21.5 ,20.6 ,37.7 ,193.2 
,,5030,A,MB,DO,10,16,459.0 ,463.6 ,449.6 ,31.2 ,29.7 ,539.7 ,"2,428.5 "
,,,Total,,,19,27,459.0 ,717.3 ,689.9 ,52.7 ,50.3 ,577.3 ,"2,621.7 "
MI,Bay Metropolitan Transit Authority (Bay Metro),,,,,,,,,,,,,
,,5029,A,DR,DO,19,24,0.0 ,752.0 ,744.0 ,43.3 ,42.8 ,138.7 ,"1,179.3 "
,,5029,A,MB,DO,31,35,814.8 ,823.0 ,814.6 ,52.4 ,51.9 ,478.6 ,"1,526.7 "
,,,Total,,,50,59,814.8 ,"1,575.0 ","1,558.6 ",95.7 ,94.7 ,617.3 ,"2,706.0 "
MI,Blue Water Area Transportation Commission (Blue Water Area Transit),,,,,,,,,,,,,
,,5148,A,DR,DO,13,18,0.0 ,371.1 ,359.6 ,27.2 ,25.9 ,117.3 ,300.5 
,,5148,A,DR,PT,69,69,0.0 ,650.7 ,650.7 ,46.4 ,46.4 ,222.1 ,585.7 
,,5148,A,MB,DO,12,130,376.5 ,381.4 ,376.5 ,29.0 ,28.4 ,421.7 ,"1,462.3 "
,,,Total,,,94,217,376.5 ,"1,403.1 ","1,386.8 ",102.5 ,100.6 ,761.0 ,"2,348.5 "
MI,Capital Area Transportation Authority (CATA),,,,,,,,,,,,,
